Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count
CHG-0000641,Updating the IDRAC remote board Firmware and BIOS for secffme2.,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,Low,Medium,Medium,Closed,Medium,2025-08-05T01:43:58.000000,Tuesday,2025-08-05T08:43:58.000000,2025-08-05T18:43:58.000000,0
CHG-0000642,Install system monitoring scripts on AWS-hosted general-purpose non-prod servers.,Facilities,Shang Chi,Shang Chi,Avengers II,Service D,Medium,Medium,Low,Closed,High,2025-08-05T13:18:28.000000,Tuesday,2025-08-05T18:18:28.000000,2025-08-06T09:18:28.000000,5
CHG-0000643,Software patch implementation targeting RHEL8.1 compatibility issues.,Network,Spiderman,Spiderman,Avengers II,Service C,Low,Low,Medium,In Progress,Medium,2025-08-06T12:25:38.000000,Wednesday,2025-08-06T19:25:38.000000,,5
CHG-0000644,Restart tkmweb database servers after container update failure response.,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Medium,Medium,Low,Closed,High,2025-08-07T17:18:17.000000,Thursday,2025-08-08T00:18:17.000000,2025-08-09T04:18:17.000000,4
CHG-0000645,Restart tkmdbp01 of configuration change took longer than expected.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,High,Low,High,Closed,Medium,2025-08-07T21:37:38.000000,Thursday,2025-08-08T00:37:38.000000,2025-08-09T00:37:38.000000,0
CHG-0000646,UC4 Agent Installation on gcetcami001.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,Medium,High,High,Closed,High,2025-08-07T12:34:09.000000,Thursday,2025-08-07T18:34:09.000000,2025-08-08T02:34:09.000000,4
CHG-0000647,New IP subnet & access point testing for KL relocation project.,Failure,Loki,Loki,Avengers,Service B,Low,Medium,High,Closed,Critical,2025-08-07T03:01:09.000000,Thursday,2025-08-07T09:01:09.000000,2025-08-07T21:01:09.000000,2
CHG-0000648,VUL-NET: Critical Juniper network patch for external office gateways.,Access,Thor,Thor,Avengers,Service B,Medium,High,High,Closed,High,2025-08-08T10:23:54.000000,Friday,2025-08-08T17:23:54.000000,2025-08-09T02:23:54.000000,5
CHG-0000649,Restart tkmweb database servers after container update failure response.,Complaint,Thor,Thor,Avengers,Service D,Low,Low,Low,New,High,2025-08-09T21:33:43.000000,Saturday,,,1
CHG-0000650,Adjust Volume changes incompatible fixes mid-stage (handling-/handoff migration).,Software,Iron Man,Iron Man,Avengers,Service D,High,Low,Medium,Closed,High,2025-08-09T00:15:50.000000,Saturday,2025-08-09T04:15:50.000000,2025-08-09T20:15:50.000000,2
CHG-0000651,Grant access for backup recovery on production machine nodes in DR locations.,Failure,John Cena,John Cena,Matrix,Service E,Low,Medium,High,In Progress,Critical,2025-08-09T11:21:13.000000,Saturday,2025-08-09T14:21:13.000000,,4
CHG-0000652,Remote board SSL Cert renewal for anysgp15 & anysgp14.,Access,Loki,Loki,Avengers,Service D,Low,High,Medium,Closed,Medium,2025-08-09T06:31:52.000000,Saturday,2025-08-09T11:31:52.000000,2025-08-10T03:31:52.000000,1
CHG-0000653,Updating the IDRAC remote board Firmware and BIOS for sonklb31.,Access,Captain Marvel,Captain Marvel,Avengers II,Service E,High,Low,Medium,In Progress,Medium,2025-08-09T20:53:41.000000,Saturday,2025-08-09T22:53:41.000000,,2
CHG-0000654,SSL certificate renewal for SWS corporate web hosting final access gateways.,Data,Spiderman,Spiderman,Avengers II,Service D,Low,Medium,Medium,Closed,Low,2025-08-10T19:37:25.000000,Sunday,2025-08-11T03:37:25.000000,2025-08-11T12:37:25.000000,1
CHG-0000655,Execute hardening measures for SQL server instances post security audit.,Network,Iron Man,Iron Man,Avengers,Service E,High,High,Medium,Closed,High,2025-08-11T20:29:34.000000,Monday,2025-08-11T23:29:34.000000,2025-08-13T01:29:34.000000,0
CHG-0000656,TAPs installation in IMK productive connections for work order #REQ0157356.,Network,Loki,Loki,Avengers,Service D,High,Low,Low,New,Low,2025-08-11T14:31:28.000000,Monday,,,5
CHG-0000657,Reverse fallback isolation plan post-Palo Alto Prisma failure.,Data,Doctor Strange,Doctor Strange,Avengers II,Service D,Low,High,Medium,Closed,Medium,2025-08-11T15:53:13.000000,Monday,2025-08-11T22:53:13.000000,2025-08-12T12:53:13.000000,5
CHG-0000658,Firewall subnet allocation and access provisioning for KL office gateway.,Complaint,Iron Man,Iron Man,Avengers,Service B,Medium,Low,Low,Closed,Critical,2025-08-12T06:03:52.000000,Tuesday,2025-08-12T10:03:52.000000,2025-08-12T17:03:52.000000,4
CHG-0000659,Grant access to crontab for ta2twga on twgmmp01.zit.commerzbank.com.,Data,Hulk,Hulk,Avengers,Service E,Medium,Medium,Low,Closed,High,2025-08-13T08:03:31.000000,Wednesday,2025-08-13T12:03:31.000000,2025-08-14T18:03:31.000000,1
CHG-0000660,Firewall optimization for edge routing performance post DR testing.,Facilities,John Wick,John Wick,Matrix,Service A,High,Low,High,Closed,Critical,2025-08-13T18:41:37.000000,Wednesday,2025-08-13T23:41:37.000000,2025-08-15T06:41:37.000000,1
CHG-0000661,Enable ADFS custom user provisioning profile upload validation.,Software,Thor,Thor,Avengers,Service D,High,Medium,Low,Closed,Medium,2025-08-13T01:09:38.000000,Wednesday,2025-08-13T05:09:38.000000,2025-08-13T14:09:38.000000,2
CHG-0000662,Setup additional SAML authentication nodes in DMZ environment.,Hardware,Loki,Loki,Avengers,Service C,High,Low,High,Closed,High,2025-08-13T00:58:17.000000,Wednesday,2025-08-13T06:58:17.000000,2025-08-13T11:58:17.000000,1
CHG-0000663,Install httpd-tools on twgmmp01.zit.commerzbank.com.,Failure,Neo,Neo,Matrix,Service E,High,Medium,Medium,On Hold,Low,2025-08-13T18:35:45.000000,Wednesday,,,5
CHG-0000664,ACI switchports configuration for work orders #REQ0155328 #REQ0147118 #REQ0152855.,Hardware,Loki,Loki,Avengers,Service A,Low,Medium,High,Closed,Medium,2025-08-14T18:27:48.000000,Thursday,2025-08-14T20:27:48.000000,2025-08-16T00:27:48.000000,2
CHG-0000665,Complete SSL foundation checks for project-focused data endpoints.,Facilities,John Cena,John Cena,Matrix,Service D,Medium,Medium,High,Closed,High,2025-08-14T04:07:46.000000,Thursday,2025-08-14T11:07:46.000000,2025-08-15T18:07:46.000000,4
CHG-0000666,Enable ADFS custom user provisioning profile upload validation.,Hardware,Captain America,Captain America,Avengers,Service C,Medium,Medium,High,Closed,Medium,2025-08-14T04:33:30.000000,Thursday,2025-08-14T11:33:30.000000,2025-08-15T07:33:30.000000,2
CHG-0000667,Certificate renewal for cloud-hosted services 2026.,Software,Shang Chi,Shang Chi,Avengers II,Service A,Low,Medium,High,Closed,Medium,2025-08-14T23:11:34.000000,Thursday,2025-08-15T06:11:34.000000,2025-08-15T08:11:34.000000,3
CHG-0000668,SSL certificate renewal for SWS corporate web hosting final access gateways.,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,Medium,Low,Medium,Closed,Medium,2025-08-15T20:02:59.000000,Friday,2025-08-15T22:02:59.000000,2025-08-16T05:02:59.000000,2
CHG-0000669,"Server BIOS updates across remote virtual VM hosts (RESFFM01, SECFFM01).",Data,Iron Man,Iron Man,Avengers,Service D,High,Low,High,Closed,Critical,2025-08-15T23:31:26.000000,Friday,2025-08-16T04:31:26.000000,2025-08-16T23:31:26.000000,4
CHG-0000670,Execute systemctl daemon-reload on CSO VM (PROD).,Access,Shang Chi,Shang Chi,Avengers II,Service E,High,Low,High,In Progress,High,2025-08-16T16:16:45.000000,Saturday,2025-08-16T22:16:45.000000,,4
CHG-0000671,Increase VM capacity for ongoing AI processing workload.,Failure,Hulk,Hulk,Avengers,Service C,Medium,Low,High,Closed,Medium,2025-08-16T17:49:45.000000,Saturday,2025-08-17T00:49:45.000000,2025-08-17T08:49:45.000000,1
CHG-0000672,Install rsync on twgmmp01.,Network,Captain America,Captain America,Avengers,Service E,Low,High,High,Closed,Low,2025-08-16T03:35:30.000000,Saturday,2025-08-16T05:35:30.000000,2025-08-17T01:35:30.000000,5
CHG-0000673,Certificate update for Palo Alto gatekeeping subnet for KL relocation network.,Facilities,Captain America,Captain America,Avengers,Service E,Medium,Low,High,On Hold,Medium,2025-08-16T03:11:30.000000,Saturday,,,2
CHG-0000674,Database configuration check for performance improvements in PROD systems.,Network,Loki,Loki,Avengers,Service D,Low,Low,Low,Closed,High,2025-08-17T17:28:39.000000,Sunday,2025-08-18T00:28:39.000000,2025-08-18T23:28:39.000000,5
CHG-0000675,Online Banking external CB-APP onboarding on Radware On-prem environment.,Failure,Spiderman,Spiderman,Avengers II,Service A,High,Low,High,Closed,High,2025-08-17T06:25:44.000000,Sunday,2025-08-17T11:25:44.000000,2025-08-18T11:25:44.000000,2
CHG-0000676,Updating the IDRAC remote board Firmware and BIOS for sonklb31.,Software,John Wick,John Wick,Matrix,Service D,High,High,Low,Closed,Medium,2025-08-18T10:22:42.000000,Monday,2025-08-18T17:22:42.000000,2025-08-18T20:22:42.000000,4
CHG-0000677,Certificate renewal Digital Banking on PROD environment 2026.,Hardware,Captain America,Captain America,Avengers,Service E,Medium,Medium,Low,Closed,High,2025-08-18T20:03:41.000000,Monday,2025-08-18T23:03:41.000000,2025-08-20T01:03:41.000000,0
CHG-0000678,Install rsync on twgmmp01.,Data,Iron Man,Iron Man,Avengers,Service D,High,High,High,Closed,High,2025-08-19T12:16:29.000000,Tuesday,2025-08-19T20:16:29.000000,2025-08-20T16:16:29.000000,2
CHG-0000679,New IP subnet & access point testing for KL relocation project.,Software,Hulk,Hulk,Avengers,Service D,High,High,Low,Closed,High,2025-08-19T21:06:52.000000,Tuesday,2025-08-20T00:06:52.000000,2025-08-20T11:06:52.000000,0
CHG-0000680,Replace legacy switches with modern devices in Market Data Environment.,Hardware,John Wick,John Wick,Matrix,Service B,High,High,High,Closed,Low,2025-08-19T11:00:25.000000,Tuesday,2025-08-19T18:00:25.000000,2025-08-20T17:00:25.000000,2
CHG-0000681,Grant access for backup recovery on production machine nodes in DR locations.,Data,Hulk,Hulk,Avengers,Service D,High,Medium,High,Closed,High,2025-08-19T11:02:14.000000,Tuesday,2025-08-19T15:02:14.000000,2025-08-20T05:02:14.000000,2
CHG-0000682,Test external web proxy configurations on development servers.,Network,John Wick,John Wick,Matrix,Service A,Medium,Low,High,Closed,High,2025-08-20T11:17:38.000000,Wednesday,2025-08-20T13:17:38.000000,2025-08-21T15:17:38.000000,5
CHG-0000683,Certificate renewal for Avatar development environment - Cloud Integration Testing Area.,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,Medium,High,Low,New,Medium,2025-08-20T05:30:37.000000,Wednesday,,,2
CHG-0000684,Test external web proxy configurations on development servers.,Software,Spiderman,Spiderman,Avengers II,Service A,Low,Medium,Low,Closed,Medium,2025-08-20T22:59:42.000000,Wednesday,2025-08-21T06:59:42.000000,2025-08-22T12:59:42.000000,1
CHG-0000685,"Server BIOS updates across remote virtual VM hosts (RESFFM01, SECFFM01).",Facilities,Neo,Neo,Matrix,Service C,Medium,Medium,Medium,Closed,High,2025-08-20T13:30:51.000000,Wednesday,2025-08-20T16:30:51.000000,2025-08-21T10:30:51.000000,1
CHG-0000686,Install system monitoring scripts on AWS-hosted general-purpose non-prod servers.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Medium,Medium,Low,Closed,High,2025-08-21T23:08:22.000000,Thursday,2025-08-22T03:08:22.000000,2025-08-22T07:08:22.000000,3
CHG-0000687,Switchport configuration for targeted hosts to enhance authentication mechanisms.,Facilities,Captain America,Captain America,Avengers,Service C,High,Medium,High,Closed,Medium,2025-08-21T20:14:35.000000,Thursday,2025-08-22T02:14:35.000000,2025-08-23T13:14:35.000000,4
CHG-0000688,VUL-NET: Critical Juniper network patch for external office gateways.,Facilities,John Cena,John Cena,Matrix,Service A,Low,Medium,Medium,Closed,Medium,2025-08-21T22:03:46.000000,Thursday,2025-08-22T00:03:46.000000,2025-08-23T08:03:46.000000,3
CHG-0000689,Execute hardening measures for SQL server instances post security audit.,Facilities,Loki,Loki,Avengers,Service C,High,Low,Low,Closed,High,2025-08-21T21:56:44.000000,Thursday,2025-08-22T03:56:44.000000,2025-08-22T13:56:44.000000,0
CHG-0000690,"Remote board SSL Cert renewal for ressgpe0 , ressgpe1 , secsgpe0 & secsgpe1.",Data,Captain Marvel,Captain Marvel,Avengers II,Service A,High,Low,Low,On Hold,Medium,2025-08-22T05:18:49.000000,Friday,,,2
CHG-0000691,Certificate update for Office 365 external access via Global Protect Gateways.,Hardware,Captain America,Captain America,Avengers,Service E,Low,Low,High,Closed,High,2025-08-22T08:57:27.000000,Friday,2025-08-22T13:57:27.000000,2025-08-23T04:57:27.000000,4
CHG-0000692,Reverse fallback isolation plan post-Palo Alto Prisma failure.,Complaint,Batman,Batman,Matrix,Service D,Medium,High,High,Closed,Critical,2025-08-23T18:18:04.000000,Saturday,2025-08-23T21:18:04.000000,2025-08-24T13:18:04.000000,5
CHG-0000693,Updating the IDRAC remote board Firmware and BIOS for timffm21.,Hardware,Captain America,Captain America,Avengers,Service C,Medium,High,Low,Closed,High,2025-08-23T14:02:41.000000,Saturday,2025-08-23T16:02:41.000000,2025-08-24T19:02:41.000000,1
CHG-0000694,Grant access to crontab for ta2twga on twgmmp01.zit.commerzbank.com.,Failure,John Cena,John Cena,Matrix,Service C,Medium,Medium,High,Closed,High,2025-08-23T21:29:06.000000,Saturday,2025-08-24T03:29:06.000000,2025-08-24T07:29:06.000000,1
CHG-0000695,Install Redis cluster monitoring tools in shard servers.,Access,John Wick,John Wick,Matrix,Service D,Low,Low,High,Closed,High,2025-08-23T08:50:47.000000,Saturday,2025-08-23T14:50:47.000000,2025-08-25T02:50:47.000000,2
CHG-0000696,Online Banking external CB-APP onboarding on Radware On-prem environment.,Access,Loki,Loki,Avengers,Service B,Medium,High,Medium,Closed,Low,2025-08-23T15:49:34.000000,Saturday,2025-08-23T17:49:34.000000,2025-08-24T06:49:34.000000,3
CHG-0000697,ACI switchports configuration for work orders #REQ0155328 #REQ0147118 #REQ0152855.,Hardware,Neo,Neo,Matrix,Service E,High,High,High,Closed,Low,2025-08-24T14:17:34.000000,Sunday,2025-08-24T19:17:34.000000,2025-08-25T06:17:34.000000,2
CHG-0000698,Setup additional SAML authentication nodes in DMZ environment.,Data,Jack Sparrow,Jack Sparrow,Matrix,Service E,Low,High,Low,Closed,Medium,2025-08-25T06:21:23.000000,Monday,2025-08-25T12:21:23.000000,2025-08-26T00:21:23.000000,3
CHG-0000699,Firewall configuration changes for disaster recovery validation testing.,Hardware,Captain America,Captain America,Avengers,Service A,High,Low,Medium,Closed,High,2025-08-25T02:53:48.000000,Monday,2025-08-25T08:53:48.000000,2025-08-26T18:53:48.000000,5
CHG-0000700,Execution of systemctl daemon-reload to patch Prod-CSO VM resiliency.,Network,Hulk,Hulk,Avengers,Service D,Low,Low,Low,Closed,High,2025-08-25T05:13:59.000000,Monday,2025-08-25T10:13:59.000000,2025-08-25T20:13:59.000000,5
CHG-0000701,SSL certificate renewal for SWS corporate web hosting final access gateways.,Data,John Cena,John Cena,Matrix,Service C,High,High,Medium,Closed,High,2025-08-25T19:28:37.000000,Monday,2025-08-26T00:28:37.000000,2025-08-27T10:28:37.000000,5
CHG-0000702,Patch network appliances for compliance with wireless protocols.,Access,Loki,Loki,Avengers,Service E,Low,Low,Low,Closed,Low,2025-08-26T22:16:03.000000,Tuesday,2025-08-27T05:16:03.000000,2025-08-28T11:16:03.000000,0
CHG-0000703,Certificate renewal request for high-availability environment 2026.,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,High,Low,Medium,Closed,Medium,2025-08-26T19:28:40.000000,Tuesday,2025-08-27T03:28:40.000000,2025-08-27T10:28:40.000000,5
CHG-0000704,Certificate renewal Digital Banking on PROD environment 2026.,Software,Thor,Thor,Avengers,Service D,Low,Medium,Medium,Closed,Medium,2025-08-27T02:58:03.000000,Wednesday,2025-08-27T09:58:03.000000,2025-08-27T17:58:03.000000,2
CHG-0000705,TAPs installation in IMK productive connections for work order #REQ0157356.,Failure,Captain America,Captain America,Avengers,Service A,High,High,Medium,Closed,High,2025-08-27T00:00:46.000000,Wednesday,2025-08-27T06:00:46.000000,2025-08-28T01:00:46.000000,4
CHG-0000706,Update the IDRAC remote board Firmware and BIOS for secklb01.,Failure,Loki,Loki,Avengers,Service B,Medium,Low,Medium,Closed,Medium,2025-08-27T03:06:02.000000,Wednesday,2025-08-27T11:06:02.000000,2025-08-27T17:06:02.000000,5
CHG-0000707,Certificate renewal for Avatar PROD environment 2026 - (VAA-Threat Application).,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Medium,Medium,High,In Progress,Medium,2025-08-27T10:03:44.000000,Wednesday,2025-08-27T18:03:44.000000,,5
CHG-0000708,Firewall configuration changes for disaster recovery validation testing.,Complaint,Thor,Thor,Avengers,Service E,Medium,Medium,High,Closed,High,2025-08-27T20:16:19.000000,Wednesday,2025-08-27T23:16:19.000000,2025-08-29T03:16:19.000000,0
CHG-0000709,Certificate renewal for Avatar development environment - Cloud Integration Testing Area.,Facilities,Captain America,Captain America,Avengers,Service B,High,Medium,High,On Hold,Critical,2025-08-28T19:35:27.000000,Thursday,,,3
CHG-0000710,Enable ADFS custom user provisioning profile upload validation.,Hardware,Hulk,Hulk,Avengers,Service C,Low,High,High,Closed,Medium,2025-08-28T12:24:08.000000,Thursday,2025-08-28T15:24:08.000000,2025-08-28T20:24:08.000000,1
CHG-0000711,Expand edge metrics transitioning through Palo FLEX Zeon tiers vs EU roots.,Failure,John Wick,John Wick,Matrix,Service B,High,Medium,High,In Progress,High,2025-08-28T03:59:00.000000,Thursday,2025-08-28T08:59:00.000000,,2
CHG-0000712,"Remote board SSL Cert renewal for ressgpe0 , ressgpe1 , secsgpe0 & secsgpe1.",Network,Iron Man,Iron Man,Avengers,Service D,High,Medium,Medium,Closed,Medium,2025-08-29T12:57:16.000000,Friday,2025-08-29T16:57:16.000000,2025-08-30T10:57:16.000000,4
CHG-0000713,Firewall rule onboarding for external SaaS applications via Palo Alto setup.,Software,Spiderman,Spiderman,Avengers II,Service B,High,Low,Low,Closed,Low,2025-08-30T08:41:40.000000,Saturday,2025-08-30T15:41:40.000000,2025-08-30T20:41:40.000000,4
CHG-0000714,Remote board SSL Cert renewal for anysgp15 & anysgp14.,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,Medium,Low,High,Closed,Medium,2025-08-30T00:33:18.000000,Saturday,2025-08-30T06:33:18.000000,2025-08-30T13:33:18.000000,3
CHG-0000715,Initiate scheduled SAN Storage Array node reboot to resolve high uptime issue.,Software,Thor,Thor,Avengers,Service C,Low,Low,Low,Closed,High,2025-08-30T06:23:12.000000,Saturday,2025-08-30T09:23:12.000000,2025-08-31T00:23:12.000000,1
CHG-0000716,Updating the IDRAC remote board Firmware and BIOS for timffm21.,Hardware,Hulk,Hulk,Avengers,Service D,High,Low,High,Closed,Medium,2025-08-31T08:18:19.000000,Sunday,2025-08-31T10:18:19.000000,2025-09-01T12:18:19.000000,0
CHG-0000717,"VUL-NET: Cisco Wireless IOS-XE Software Update for WLC9800 | Jugoslavska, CZ (PRA06).",Software,Thor,Thor,Avengers,Service E,High,Low,Medium,Closed,Medium,2025-08-31T03:30:10.000000,Sunday,2025-08-31T08:30:10.000000,2025-09-01T12:30:10.000000,1
