Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day
SR-0013679,Request to create and configure backup jobs for departmental database.,Facilities,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Low,Low,Low,2025-05-31T10:02:51.000000,2025-05-31T15:02:51.000000,2025-06-03T02:02:51.000000,0,Saturday
SR-0013680,Request for temporary guest access to internal intranet services.,Hardware,Loki,Loki,Avengers,Service C,On Hold,Low,Critical,High,High,2025-05-31T01:12:25.000000,,,2,Saturday
SR-0013681,Provision special access profiles for GDPR compliance audits.,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,High,High,High,Medium,2025-05-31T05:41:08.000000,2025-05-31T08:41:08.000000,2025-05-31T19:41:08.000000,0,Saturday
SR-0013682,Provisioning of VPN access for third-party vendor consultants.,Facilities,Loki,Loki,Avengers,Service B,New,Low,Critical,High,Medium,2025-05-31T15:22:26.000000,,,0,Saturday
SR-0013683,Create subdomain for new departmental website launch.,Software,Hulk,Hulk,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-05-31T22:44:16.000000,2025-06-01T02:44:16.000000,2025-06-02T00:44:16.000000,4,Saturday
SR-0013684,Grant access to restricted database for data analytics intern.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-05-31T22:16:22.000000,2025-06-01T04:16:22.000000,2025-06-01T17:16:22.000000,3,Saturday
SR-0013685,Install licensed Microsoft Visio on a department computer.,Access,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-05-31T09:09:02.000000,2025-05-31T11:09:02.000000,2025-05-31T15:09:02.000000,5,Saturday
SR-0013686,Enable port redirection for database replication tasks.,Software,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-05-31T17:24:02.000000,2025-05-31T20:24:02.000000,2025-06-01T18:24:02.000000,2,Saturday
SR-0013687,Activate mobile application access for workflow approvals.,Hardware,Neo,Neo,Matrix,Service B,Closed,High,Critical,High,Medium,2025-05-31T01:51:32.000000,2025-05-31T07:51:32.000000,2025-05-31T17:51:32.000000,4,Saturday
SR-0013688,Extend mailbox retention policy for legal department emails.,Complaint,Thor,Thor,Avengers,Service B,New,Low,Critical,High,Medium,2025-05-31T19:09:17.000000,,,5,Saturday
SR-0013689,Request to access internal SharePoint site for the Finance department.,Software,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,High,High,2025-05-31T03:19:48.000000,2025-05-31T05:19:48.000000,2025-05-31T10:19:48.000000,1,Saturday
SR-0013690,Configuration update needed for internal voice gateway routing.,Facilities,John Cena,John Cena,Matrix,Service A,Closed,Low,Medium,Low,Low,2025-05-31T01:36:10.000000,2025-05-31T07:36:10.000000,2025-06-01T08:36:10.000000,2,Saturday
SR-0013691,Request to delete unused virtual machines in non-production environment.,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service A,In Progress,Low,Medium,Low,Medium,2025-05-31T15:35:22.000000,2025-05-31T20:35:22.000000,,3,Saturday
SR-0013692,Troubleshoot application access issues related to role change.,Data,Captain America,Captain America,Avengers,Service A,New,Medium,Medium,Medium,Low,2025-05-31T03:58:14.000000,,,4,Saturday
SR-0013693,Enable multi-factor authentication for remote developers.,Data,Loki,Loki,Avengers,Service B,New,High,High,High,Medium,2025-05-31T19:06:17.000000,,,4,Saturday
SR-0013694,Request to enable remote access to on-site servers.,Software,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,High,2025-05-31T08:41:59.000000,2025-05-31T16:41:59.000000,2025-05-31T19:41:59.000000,5,Saturday
SR-0013695,Create custom email signature for company branding.,Data,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,High,Medium,Medium,2025-05-31T02:41:26.000000,2025-05-31T05:41:26.000000,2025-06-01T00:41:26.000000,3,Saturday
SR-0013696,Enable port redirection for database replication tasks.,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,On Hold,Medium,Critical,High,High,2025-05-31T14:15:12.000000,,,0,Saturday
SR-0013697,Request to reset password for employee account.,Data,Hulk,Hulk,Avengers,Service C,Closed,High,High,High,High,2025-05-31T01:10:42.000000,2025-05-31T08:10:42.000000,2025-06-01T06:10:42.000000,2,Saturday
SR-0013698,User asking for permissions to install additional software.,Facilities,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-05-31T13:16:17.000000,2025-05-31T17:16:17.000000,2025-06-02T01:16:17.000000,4,Saturday
SR-0013699,Request to enable remote access to on-site servers.,Data,Loki,Loki,Avengers,Service B,Closed,High,Low,Low,Low,2025-05-31T12:37:25.000000,2025-05-31T17:37:25.000000,2025-06-01T17:37:25.000000,4,Saturday
SR-0013700,Upgrade virtual machine specs for training platform.,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Low,Low,Low,2025-05-31T20:32:34.000000,2025-06-01T01:32:34.000000,2025-06-03T11:32:34.000000,0,Saturday
SR-0013701,Request for cloud storage account provisioning for upcoming project.,Facilities,Hulk,Hulk,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-05-31T15:24:14.000000,2025-05-31T19:24:14.000000,2025-06-01T08:24:14.000000,4,Saturday
SR-0013702,Request to access internal SharePoint site for the Finance department.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-05-31T18:35:56.000000,2025-05-31T21:35:56.000000,2025-06-02T02:35:56.000000,3,Saturday
SR-0013703,Update public holiday calendar in corporate Outlook accounts.,Data,Hulk,Hulk,Avengers,Service B,Closed,High,High,High,Medium,2025-05-31T17:29:54.000000,2025-05-31T22:29:54.000000,2025-06-01T09:29:54.000000,0,Saturday
SR-0013704,Document retention policy modification for compliance purposes.,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,On Hold,Low,Critical,High,Medium,2025-06-01T09:47:44.000000,,,1,Sunday
SR-0013705,Troubleshoot application access issues related to role change.,Complaint,Captain America,Captain America,Avengers,Service A,Closed,High,Critical,High,Medium,2025-06-01T06:03:37.000000,2025-06-01T12:03:37.000000,2025-06-01T13:03:37.000000,2,Sunday
SR-0013706,Setup repository access for junior developers.,Data,Thor,Thor,Avengers,Service A,Closed,High,High,High,High,2025-06-01T15:14:48.000000,2025-06-01T22:14:48.000000,2025-06-02T14:14:48.000000,0,Sunday
SR-0013707,Install Adobe Creative Suite on workstation for design team.,Hardware,Hulk,Hulk,Avengers,Service A,Closed,High,Low,Low,Low,2025-06-01T02:17:22.000000,2025-06-01T08:17:22.000000,2025-06-04T06:17:22.000000,0,Sunday
SR-0013708,Request to create test environment for application testing.,Facilities,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,Medium,2025-06-01T11:17:06.000000,2025-06-01T16:17:06.000000,2025-06-01T22:17:06.000000,4,Sunday
SR-0013709,Request to create and configure backup jobs for departmental database.,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Medium,Low,Medium,2025-06-01T19:11:33.000000,2025-06-02T02:11:33.000000,2025-06-03T00:11:33.000000,5,Sunday
SR-0013710,Configuration update needed for internal voice gateway routing.,Network,Iron Man,Iron Man,Avengers,Service A,New,Low,Critical,High,Medium,2025-06-01T05:15:30.000000,,,2,Sunday
SR-0013711,Enable high-availability configuration on two production servers.,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-06-01T00:45:56.000000,2025-06-01T02:45:56.000000,2025-06-02T02:45:56.000000,2,Sunday
SR-0013712,Request to reset password for employee account.,Software,Batman,Batman,Matrix,Service A,Closed,Low,High,Medium,Medium,2025-06-01T05:12:07.000000,2025-06-01T13:12:07.000000,2025-06-02T04:12:07.000000,5,Sunday
SR-0013713,Request to delete unused virtual machines in non-production environment.,Software,Hulk,Hulk,Avengers,Service C,Closed,Low,High,High,High,2025-06-01T02:31:18.000000,2025-06-01T05:31:18.000000,2025-06-02T03:31:18.000000,0,Sunday
SR-0013714,Enable multi-factor authentication for remote developers.,Network,John Wick,John Wick,Matrix,Service B,New,Medium,Medium,Medium,Low,2025-06-01T16:12:25.000000,,,2,Sunday
SR-0013715,User asking for permissions to install additional software.,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,New,Medium,Low,Low,Low,2025-06-01T19:32:34.000000,,,5,Sunday
SR-0013716,Provision special access profiles for GDPR compliance audits.,Data,John Wick,John Wick,Matrix,Service C,Closed,Medium,High,High,High,2025-06-01T21:44:09.000000,2025-06-02T03:44:09.000000,2025-06-03T00:44:09.000000,5,Sunday
SR-0013717,Provision external storage for graphics design project.,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,New,Low,Medium,Medium,Medium,2025-06-01T09:58:55.000000,,,2,Sunday
SR-0013718,Document retention policy modification for compliance purposes.,Network,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-06-01T13:58:11.000000,2025-06-01T20:58:11.000000,2025-06-02T02:58:11.000000,1,Sunday
SR-0013719,Install licensed Microsoft Visio on a department computer.,Hardware,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,High,2025-06-01T19:28:21.000000,2025-06-01T22:28:21.000000,2025-06-02T08:28:21.000000,2,Sunday
SR-0013720,Upgrade Oracle database version to meet system requirements.,Complaint,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,High,High,2025-06-01T23:59:39.000000,2025-06-02T03:59:39.000000,2025-06-02T10:59:39.000000,5,Sunday
SR-0013721,Upgrade virtual machine specs for training platform.,Access,Hulk,Hulk,Avengers,Service A,Closed,High,Critical,High,High,2025-06-01T13:23:02.000000,2025-06-01T16:23:02.000000,2025-06-02T00:23:02.000000,5,Sunday
SR-0013722,Upgrade virtual machine specs for training platform.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,Medium,Medium,Low,2025-06-01T11:43:07.000000,2025-06-01T13:43:07.000000,2025-06-02T13:43:07.000000,3,Sunday
SR-0013723,Relocation of desktop workstation within the office premises.,Failure,Thor,Thor,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-06-01T05:33:31.000000,2025-06-01T08:33:31.000000,2025-06-02T08:33:31.000000,4,Sunday
SR-0013724,Request to create container image repository for DevOps team.,Hardware,Loki,Loki,Avengers,Service C,In Progress,Low,High,High,High,2025-06-01T18:25:02.000000,2025-06-02T00:25:02.000000,,4,Sunday
SR-0013725,Upgrade virtual machine specs for training platform.,Network,Captain America,Captain America,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-06-01T00:01:53.000000,2025-06-01T02:01:53.000000,2025-06-02T06:01:53.000000,0,Sunday
SR-0013726,Extend mailbox retention policy for legal department emails.,Complaint,Shang Chi,Shang Chi,Avengers II,Service C,New,Medium,Medium,Medium,Medium,2025-06-01T01:52:59.000000,,,5,Sunday
SR-0013727,Change access rights on shared folder for team lead.,Access,Captain America,Captain America,Avengers,Service A,New,High,Medium,Medium,Medium,2025-06-01T19:01:42.000000,,,4,Sunday
SR-0013728,Enable port redirection for database replication tasks.,Complaint,Batman,Batman,Matrix,Service B,Closed,Low,High,Medium,High,2025-06-01T18:46:09.000000,2025-06-01T22:46:09.000000,2025-06-02T15:46:09.000000,1,Sunday
SR-0013729,Request to create test environment for application testing.,Facilities,Iron Man,Iron Man,Avengers,Service A,On Hold,Medium,Critical,High,High,2025-06-01T10:19:10.000000,,,4,Sunday
SR-0013730,Add two new access points to the office Wi-Fi network.,Access,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,High,2025-06-01T09:02:16.000000,2025-06-01T17:02:16.000000,2025-06-02T03:02:16.000000,3,Sunday
SR-0013731,Update employee badge photo in internal directory.,Hardware,Batman,Batman,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-06-01T22:45:22.000000,2025-06-02T05:45:22.000000,2025-06-03T09:45:22.000000,1,Sunday
SR-0013732,Request to reset password for employee account.,Hardware,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,Medium,2025-06-01T17:09:47.000000,2025-06-01T20:09:47.000000,2025-06-02T07:09:47.000000,2,Sunday
SR-0013733,Upgrade workstation RAM for improved video editing performance.,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Low,High,Medium,High,2025-06-01T08:28:04.000000,2025-06-01T16:28:04.000000,2025-06-02T09:28:04.000000,1,Sunday
SR-0013734,Enable port redirection for database replication tasks.,Software,Loki,Loki,Avengers,Service C,Closed,Low,Medium,Low,Medium,2025-06-01T03:01:53.000000,2025-06-01T05:01:53.000000,2025-06-02T03:01:53.000000,1,Sunday
SR-0013735,Request to create container image repository for DevOps team.,Hardware,Spiderman,Spiderman,Avengers II,Service A,Closed,High,Critical,High,High,2025-06-01T12:43:28.000000,2025-06-01T20:43:28.000000,2025-06-02T04:43:28.000000,0,Sunday
SR-0013736,Request to delete unused virtual machines in non-production environment.,Hardware,Iron Man,Iron Man,Avengers,Service C,New,Medium,Medium,Medium,Medium,2025-06-01T09:05:15.000000,,,1,Sunday
SR-0013737,Request to create container image repository for DevOps team.,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-06-01T16:51:47.000000,2025-06-01T23:51:47.000000,2025-06-04T11:51:47.000000,0,Sunday
SR-0013738,Configure alerts for reporting dashboard thresholds.,Failure,Neo,Neo,Matrix,Service A,Closed,High,Low,Low,Low,2025-06-01T18:13:54.000000,2025-06-01T22:13:54.000000,2025-06-03T10:13:54.000000,3,Sunday
SR-0013739,Upgrade workstation RAM for improved video editing performance.,Network,Loki,Loki,Avengers,Service A,Closed,Low,High,High,High,2025-06-01T05:59:32.000000,2025-06-01T09:59:32.000000,2025-06-01T15:59:32.000000,0,Sunday
SR-0013740,Request to create a new distribution list for the Marketing team.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,Medium,Low,Medium,2025-06-01T11:57:34.000000,2025-06-01T18:57:34.000000,2025-06-02T20:57:34.000000,0,Sunday
SR-0013741,Request to install Python libraries on student laptops.,Failure,Loki,Loki,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-06-01T12:49:10.000000,2025-06-01T15:49:10.000000,2025-06-02T05:49:10.000000,1,Sunday
SR-0013742,Request to create container image repository for DevOps team.,Failure,Neo,Neo,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-06-01T08:43:30.000000,2025-06-01T10:43:30.000000,2025-06-04T08:43:30.000000,3,Sunday
SR-0013743,Backup and restore files deleted by mistake on shared drive.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,High,Medium,Low,2025-06-01T00:42:36.000000,2025-06-01T06:42:36.000000,2025-06-02T03:42:36.000000,1,Sunday
SR-0013744,Request to add new printer to network for HR department.,Failure,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Critical,High,High,2025-06-01T11:29:16.000000,2025-06-01T16:29:16.000000,2025-06-01T23:29:16.000000,0,Sunday
SR-0013745,Setup repository access for junior developers.,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,High,High,Medium,2025-06-01T02:11:47.000000,2025-06-01T09:11:47.000000,2025-06-01T16:11:47.000000,4,Sunday
SR-0013746,Provision external storage for graphics design project.,Software,John Cena,John Cena,Matrix,Service A,Closed,High,Medium,Medium,Low,2025-06-01T09:17:29.000000,2025-06-01T11:17:29.000000,2025-06-02T18:17:29.000000,5,Sunday
SR-0013747,Request for temporary guest access to internal intranet services.,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Critical,High,High,2025-06-01T20:11:05.000000,2025-06-01T23:11:05.000000,2025-06-02T01:11:05.000000,2,Sunday
SR-0013748,Upgrade virtual machine specs for training platform.,Complaint,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,High,2025-06-01T14:25:45.000000,2025-06-01T20:25:45.000000,2025-06-02T11:25:45.000000,3,Sunday
SR-0013749,Request to create container image repository for DevOps team.,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Low,High,High,Medium,2025-06-01T18:23:41.000000,2025-06-02T00:23:41.000000,2025-06-02T15:23:41.000000,5,Sunday
SR-0013750,Document retention policy modification for compliance purposes.,Data,Loki,Loki,Avengers,Service B,Closed,High,High,High,High,2025-06-01T11:04:22.000000,2025-06-01T14:04:22.000000,2025-06-02T06:04:22.000000,1,Sunday
SR-0013751,Request to enable remote access to on-site servers.,Complaint,Batman,Batman,Matrix,Service B,Closed,Medium,Medium,Low,Medium,2025-06-01T01:14:34.000000,2025-06-01T08:14:34.000000,2025-06-02T01:14:34.000000,5,Sunday
SR-0013752,Enable port redirection for database replication tasks.,Software,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,Medium,Low,Low,2025-06-01T20:27:27.000000,2025-06-01T23:27:27.000000,2025-06-03T00:27:27.000000,4,Sunday
SR-0013753,Request for cloud storage account provisioning for upcoming project.,Software,Batman,Batman,Matrix,Service C,Closed,Medium,High,High,High,2025-06-01T17:27:49.000000,2025-06-02T00:27:49.000000,2025-06-02T09:27:49.000000,3,Sunday
SR-0013754,Upgrade workstation RAM for improved video editing performance.,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,New,High,Medium,Medium,Medium,2025-06-01T19:44:26.000000,,,0,Sunday
SR-0013755,Request to install Python libraries on student laptops.,Facilities,Batman,Batman,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-06-01T06:21:18.000000,2025-06-01T10:21:18.000000,2025-06-02T10:21:18.000000,2,Sunday
