Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag
CR-22139,Incorrect display of currency values in front-end,Data,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,High,2025-08-24T08:58:11.000000,2025-08-24T13:58:11.000000,2025-08-25T00:58:11.000000,1,5,Sunday,0
CR-22140,User unable to open encrypted email,Complaint,Batman,Batman,Matrix,Service A,Closed,Low,High,High,High,2025-08-24T07:23:55.000000,2025-08-24T09:23:55.000000,2025-08-25T05:23:55.000000,0,2,Sunday,1
CR-22141,Incorrect data displayed in reporting dashboard,Facilities,Batman,Batman,Matrix,Service A,Closed,Medium,Low,Low,Low,2025-08-24T21:38:08.000000,2025-08-25T03:38:08.000000,2025-08-26T09:38:08.000000,1,0,Sunday,0
CR-22142,USB device not recognized on workstation,Hardware,John Wick,John Wick,Matrix,Service A,Closed,High,High,High,Low,2025-08-24T19:36:54.000000,2025-08-25T03:36:54.000000,2025-08-25T11:36:54.000000,0,3,Sunday,1
CR-22143,Frequent password prompts despite valid authentication,Hardware,Neo,Neo,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-08-25T14:08:06.000000,2025-08-25T22:08:06.000000,2025-08-26T23:08:06.000000,0,1,Monday,1
CR-22144,Mobile app login failing for all users,Access,Iron Man,Iron Man,Avengers,Service B,Closed,Low,High,High,High,2025-08-25T06:58:30.000000,2025-08-25T08:58:30.000000,2025-08-26T03:58:30.000000,0,3,Monday,1
CR-22145,Email client not connecting to mail server,Facilities,Batman,Batman,Matrix,Service B,On Hold,Low,Medium,Medium,Medium,2025-08-25T03:01:14.000000,,,0,2,Monday,1
CR-22146,Old password still granting access to system,Software,Iron Man,Iron Man,Avengers,Service C,Closed,High,Critical,High,High,2025-08-25T17:47:40.000000,2025-08-25T23:47:40.000000,2025-08-26T08:47:40.000000,0,3,Monday,1
CR-22147,Multi-factor authentication code not delivered to user,Access,Loki,Loki,Avengers,Service C,Closed,High,High,High,High,2025-08-25T01:13:21.000000,2025-08-25T05:13:21.000000,2025-08-26T03:13:21.000000,0,3,Monday,1
CR-22148,Unexpected application log errors after deployment,Network,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Critical,High,High,2025-08-25T09:38:47.000000,2025-08-25T12:38:47.000000,2025-08-25T15:38:47.000000,0,4,Monday,1
CR-22149,Queue processing stuck in payment application,Software,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,High,High,Medium,2025-08-25T14:20:00.000000,2025-08-25T18:20:00.000000,2025-08-26T13:20:00.000000,0,2,Monday,1
CR-22150,Unexpected reboot of application server,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,High,High,High,High,2025-08-25T04:01:34.000000,2025-08-25T09:01:34.000000,2025-08-25T17:01:34.000000,0,2,Monday,1
CR-22151,Application response time extremely slow for multiple users,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Critical,High,Medium,2025-08-25T18:51:01.000000,2025-08-26T00:51:01.000000,2025-08-26T05:51:01.000000,0,4,Monday,1
CR-22152,High CPU usage on database server impacting performance,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Medium,Low,Low,2025-08-25T12:47:20.000000,2025-08-25T15:47:20.000000,2025-08-26T08:47:20.000000,0,2,Monday,1
CR-22153,Network latency observed between data center and branch office,Access,John Cena,John Cena,Matrix,Service B,Closed,High,Low,Low,Low,2025-08-25T23:50:26.000000,2025-08-26T02:50:26.000000,2025-08-27T02:50:26.000000,0,1,Monday,1
CR-22154,User account locked after multiple failed login attempts,Software,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-08-25T14:50:08.000000,2025-08-25T22:50:08.000000,2025-08-26T02:50:08.000000,0,5,Monday,1
CR-22155,Printing jobs stuck in queue without error message,Data,Hulk,Hulk,Avengers,Service C,Closed,Low,Low,Low,Low,2025-08-25T10:48:49.000000,2025-08-25T18:48:49.000000,2025-08-26T23:48:49.000000,0,1,Monday,1
CR-22156,Intermittent packet loss on WAN link,Access,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Critical,High,High,2025-08-25T17:51:08.000000,2025-08-25T22:51:08.000000,2025-08-26T06:51:08.000000,0,3,Monday,1
CR-22157,Corrupt file detected in document management system,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Closed,High,High,High,High,2025-08-25T20:01:20.000000,2025-08-26T03:01:20.000000,2025-08-27T00:01:20.000000,0,3,Monday,1
CR-22158,Email client not connecting to mail server,Hardware,Thor,Thor,Avengers,Service B,In Progress,Medium,Critical,Medium,High,2025-08-25T07:28:37.000000,2025-08-25T13:28:37.000000,,0,5,Monday,1
CR-22159,Unexpected logout from critical application during use,Data,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,High,Medium,High,2025-08-25T14:31:48.000000,2025-08-25T19:31:48.000000,2025-08-26T05:31:48.000000,1,3,Monday,0
CR-22160,User home drive not mapping at login,Software,Hulk,Hulk,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-08-25T13:23:16.000000,2025-08-25T19:23:16.000000,2025-08-26T13:23:16.000000,0,1,Monday,1
CR-22161,Shared network drive not accessible,Access,Iron Man,Iron Man,Avengers,Service B,Closed,Low,High,High,High,2025-08-25T23:27:06.000000,2025-08-26T04:27:06.000000,2025-08-26T23:27:06.000000,0,2,Monday,1
CR-22162,Antivirus alert triggered on user workstation,Complaint,Hulk,Hulk,Avengers,Service A,On Hold,Medium,Medium,Low,Medium,2025-08-25T08:34:52.000000,,,0,1,Monday,1
CR-22163,Unexpected logout from critical application during use,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,In Progress,Medium,Critical,High,Medium,2025-08-25T11:28:42.000000,2025-08-25T16:28:42.000000,,0,4,Monday,1
CR-22164,Database connection error in production application,Hardware,John Cena,John Cena,Matrix,Service A,Closed,Low,Critical,High,High,2025-08-25T12:32:01.000000,2025-08-25T17:32:01.000000,2025-08-25T23:32:01.000000,0,3,Monday,1
CR-22165,Unexpected high memory usage on web server,Complaint,Batman,Batman,Matrix,Service B,Closed,Medium,Low,Low,Low,2025-08-25T17:05:52.000000,2025-08-25T20:05:52.000000,2025-08-28T09:05:52.000000,0,1,Monday,1
CR-22166,Corrupted email attachments received internally,Data,Thor,Thor,Avengers,Service B,Closed,High,Critical,High,High,2025-08-25T03:36:19.000000,2025-08-25T05:36:19.000000,2025-08-25T17:36:19.000000,1,3,Monday,0
CR-22167,Unauthorized login attempt alert for admin account,Access,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,High,2025-08-25T23:47:23.000000,2025-08-26T06:47:23.000000,2025-08-26T12:47:23.000000,0,4,Monday,1
CR-22168,Unexpected high memory usage on web server,Access,Spiderman,Spiderman,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-08-25T03:26:12.000000,2025-08-25T09:26:12.000000,2025-08-26T13:26:12.000000,1,1,Monday,0
CR-22169,Error while uploading documents to intranet portal,Access,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Medium,Medium,Medium,2025-08-25T22:00:08.000000,2025-08-26T06:00:08.000000,2025-08-27T01:00:08.000000,1,2,Monday,0
CR-22170,Mobile app login failing for all users,Software,Hulk,Hulk,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-08-25T10:08:15.000000,2025-08-25T15:08:15.000000,2025-08-27T02:08:15.000000,0,1,Monday,1
CR-22171,Corrupt file detected in document management system,Software,Iron Man,Iron Man,Avengers,Service C,Closed,High,High,Medium,High,2025-08-25T11:19:46.000000,2025-08-25T17:19:46.000000,2025-08-26T15:19:46.000000,1,2,Monday,0
CR-22172,Incorrect permissions on shared folder causing access denied,Failure,Hulk,Hulk,Avengers,Service B,Closed,Medium,High,Medium,High,2025-08-25T06:59:38.000000,2025-08-25T12:59:38.000000,2025-08-26T02:59:38.000000,0,3,Monday,1
CR-22173,Auto-save not working in productivity application,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,High,High,High,2025-08-25T18:03:16.000000,2025-08-25T20:03:16.000000,2025-08-26T03:03:16.000000,0,2,Monday,1
CR-22174,File restore from backup failed for requested folder,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-08-25T10:05:42.000000,2025-08-25T17:05:42.000000,2025-08-26T08:05:42.000000,0,2,Monday,1
CR-22175,Application response time extremely slow for multiple users,Failure,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,High,High,High,2025-08-25T11:48:51.000000,2025-08-25T19:48:51.000000,2025-08-26T13:48:51.000000,0,2,Monday,1
CR-22176,User unable to change expired password remotely,Hardware,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,High,Medium,Medium,2025-08-25T02:58:50.000000,2025-08-25T05:58:50.000000,2025-08-26T03:58:50.000000,0,2,Monday,1
CR-22177,Time-out errors when accessing CRM system,Facilities,Loki,Loki,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-08-25T17:43:14.000000,2025-08-25T19:43:14.000000,2025-08-26T09:43:14.000000,0,1,Monday,1
CR-22178,Frequent password prompts despite valid authentication,Network,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,High,High,Medium,2025-08-25T22:36:46.000000,2025-08-26T06:36:46.000000,2025-08-27T02:36:46.000000,0,2,Monday,1
CR-22179,New software installation failing on endpoint,Complaint,John Wick,John Wick,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-08-25T11:56:58.000000,2025-08-25T15:56:58.000000,2025-08-26T07:56:58.000000,0,2,Monday,1
CR-22180,USB device not recognized on workstation,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,New,Low,Medium,Medium,Medium,2025-08-25T11:24:47.000000,,,0,2,Monday,1
CR-22181,User unable to access HR portal,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,Low,Low,Low,2025-08-25T10:19:39.000000,2025-08-25T16:19:39.000000,2025-08-27T02:19:39.000000,0,1,Monday,1
CR-22182,Unauthorized login attempt alert for admin account,Network,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,High,2025-08-25T11:43:38.000000,2025-08-25T17:43:38.000000,2025-08-26T16:43:38.000000,0,2,Monday,1
CR-22183,Multiple users experiencing Outlook crashes,Access,Iron Man,Iron Man,Avengers,Service B,In Progress,Medium,High,High,High,2025-08-25T04:44:26.000000,2025-08-25T10:44:26.000000,,0,2,Monday,1
CR-22184,Delayed message delivery in internal chat system,Failure,John Cena,John Cena,Matrix,Service C,Closed,Medium,High,Medium,Low,2025-08-25T14:49:59.000000,2025-08-25T19:49:59.000000,2025-08-26T05:49:59.000000,0,2,Monday,1
CR-22185,Barcode scanner not transmitting data to system,Network,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,High,High,High,2025-08-25T19:34:40.000000,2025-08-26T01:34:40.000000,2025-08-26T14:34:40.000000,0,2,Monday,1
CR-22186,Time synchronization issue causing authentication failures,Hardware,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-08-25T08:26:23.000000,2025-08-25T10:26:23.000000,2025-08-25T21:26:23.000000,0,4,Monday,1
CR-22187,Data export from system failing with error,Data,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Medium,Medium,Medium,2025-08-25T18:53:19.000000,2025-08-26T00:53:19.000000,2025-08-26T14:53:19.000000,0,2,Monday,1
CR-22188,Access badge system not updating from central database,Hardware,Captain America,Captain America,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-08-25T17:07:34.000000,2025-08-25T21:07:34.000000,2025-08-27T14:07:34.000000,0,1,Monday,1
CR-22189,Queue processing stuck in payment application,Access,Iron Man,Iron Man,Avengers,Service A,Closed,High,Low,Low,Low,2025-08-25T03:44:41.000000,2025-08-25T07:44:41.000000,2025-08-27T22:44:41.000000,0,1,Monday,1
CR-22190,Old password still granting access to system,Failure,Loki,Loki,Avengers,Service A,In Progress,High,Low,Low,Low,2025-08-25T12:48:09.000000,2025-08-25T16:48:09.000000,,1,0,Monday,0
CR-22191,User unable to access HR portal,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Critical,High,High,2025-08-25T07:27:45.000000,2025-08-25T14:27:45.000000,2025-08-25T16:27:45.000000,1,4,Monday,0
CR-22192,Queue processing stuck in payment application,Failure,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,Medium,Medium,2025-08-25T13:48:23.000000,2025-08-25T17:48:23.000000,2025-08-26T03:48:23.000000,0,3,Monday,1
CR-22193,Unexpected reboot of application server,Access,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,Critical,High,Medium,2025-08-25T23:47:24.000000,2025-08-26T06:47:24.000000,2025-08-26T12:47:24.000000,0,3,Monday,1
CR-22194,User unable to log in to corporate VPN,Network,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Medium,Low,Medium,2025-08-25T12:37:35.000000,2025-08-25T17:37:35.000000,2025-08-26T14:37:35.000000,0,1,Monday,1
CR-22195,Unexpected high memory usage on web server,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-08-25T00:00:12.000000,2025-08-25T06:00:12.000000,2025-08-25T09:00:12.000000,0,4,Monday,1
CR-22196,Frequent password prompts despite valid authentication,Failure,John Cena,John Cena,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-08-25T02:25:27.000000,2025-08-25T08:25:27.000000,2025-08-26T19:25:27.000000,1,1,Monday,0
CR-22197,File restore from backup failed for requested folder,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-08-25T12:46:54.000000,2025-08-25T18:46:54.000000,2025-08-26T09:46:54.000000,0,2,Monday,1
CR-22198,Shared network drive not accessible,Network,Captain America,Captain America,Avengers,Service A,Closed,Medium,Low,Low,Low,2025-08-25T16:59:54.000000,2025-08-26T00:59:54.000000,2025-08-27T09:59:54.000000,0,0,Monday,1
CR-22199,Application not launching after latest OS update,Data,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,High,High,2025-08-25T17:31:42.000000,2025-08-25T23:31:42.000000,2025-08-26T09:31:42.000000,0,5,Monday,1
CR-22200,Incorrect user mapping in identity provider,Access,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Low,Low,Low,2025-08-25T02:50:29.000000,2025-08-25T08:50:29.000000,2025-08-27T13:50:29.000000,0,1,Monday,1
CR-22201,Barcode scanner not transmitting data to system,Network,Captain America,Captain America,Avengers,Service C,New,Medium,Critical,High,High,2025-08-25T04:00:25.000000,,,0,5,Monday,1
CR-22202,User unable to change expired password remotely,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-08-25T10:21:27.000000,2025-08-25T16:21:27.000000,2025-08-27T00:21:27.000000,0,1,Monday,1
CR-22203,Unauthorized login attempt alert for admin account,Failure,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Medium,High,High,Low,2025-08-25T10:47:19.000000,2025-08-25T16:47:19.000000,2025-08-26T02:47:19.000000,0,3,Monday,1
CR-22204,Single user laptop not connecting to Wi-Fi,Failure,Thor,Thor,Avengers,Service A,Closed,High,Critical,High,Medium,2025-08-25T15:22:42.000000,2025-08-25T23:22:42.000000,2025-08-26T10:22:42.000000,0,3,Monday,1
CR-22205,Endpoint disk space critically low warning,Software,Jack Sparrow,Jack Sparrow,Matrix,Service C,New,High,Critical,High,High,2025-08-25T22:18:11.000000,,,0,4,Monday,1
CR-22206,Broken link on intranet home page,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,High,High,Medium,2025-08-25T16:00:05.000000,2025-08-25T20:00:05.000000,2025-08-26T02:00:05.000000,0,2,Monday,1
CR-22207,Network outage in specific office floor,Access,Loki,Loki,Avengers,Service A,Closed,Medium,High,High,High,2025-08-25T06:14:16.000000,2025-08-25T11:14:16.000000,2025-08-26T09:14:16.000000,0,3,Monday,1
CR-22208,Single user laptop not connecting to Wi-Fi,Hardware,Captain America,Captain America,Avengers,Service B,In Progress,Medium,High,High,Medium,2025-08-25T22:16:00.000000,2025-08-26T01:16:00.000000,,0,3,Monday,1
CR-22209,Endpoint not checking in with management server,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Medium,High,High,High,2025-08-25T05:50:56.000000,2025-08-25T08:50:56.000000,2025-08-26T02:50:56.000000,0,3,Monday,1
CR-22210,High CPU usage on database server impacting performance,Access,Loki,Loki,Avengers,Service C,Closed,High,Critical,High,Medium,2025-08-25T16:33:03.000000,2025-08-25T21:33:03.000000,2025-08-26T04:33:03.000000,0,4,Monday,1
CR-22211,Email client not connecting to mail server,Network,Captain America,Captain America,Avengers,Service C,Closed,High,High,Medium,Medium,2025-08-25T23:38:18.000000,2025-08-26T06:38:18.000000,2025-08-26T22:38:18.000000,0,2,Monday,1
CR-22212,Endpoint not checking in with management server,Data,Captain America,Captain America,Avengers,Service C,Closed,Low,High,High,Medium,2025-08-25T05:26:52.000000,2025-08-25T07:26:52.000000,2025-08-26T02:26:52.000000,0,3,Monday,1
CR-22213,New software installation failing on endpoint,Failure,Captain America,Captain America,Avengers,Service A,In Progress,Low,Critical,High,High,2025-08-25T10:40:24.000000,2025-08-25T16:40:24.000000,,0,5,Monday,1
CR-22214,Mobile app login failing for all users,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,On Hold,High,Medium,Low,Low,2025-08-25T16:56:25.000000,,,1,2,Monday,0
CR-22215,Database connection error in production application,Software,Iron Man,Iron Man,Avengers,Service C,On Hold,High,Critical,High,Medium,2025-08-25T17:59:05.000000,,,0,5,Monday,1
CR-22216,File restore from backup failed for requested folder,Data,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,High,2025-08-25T08:20:04.000000,2025-08-25T16:20:04.000000,2025-08-26T12:20:04.000000,0,3,Monday,1
CR-22217,New software installation failing on endpoint,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,Critical,High,High,2025-08-25T18:49:38.000000,2025-08-25T20:49:38.000000,2025-08-26T04:49:38.000000,0,3,Monday,1
CR-22218,Delayed message delivery in internal chat system,Failure,Spiderman,Spiderman,Avengers II,Service A,In Progress,High,High,Medium,High,2025-08-25T16:17:51.000000,2025-08-25T20:17:51.000000,,0,2,Monday,1
CR-22219,User unable to access HR portal,Software,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,Low,Low,Low,Low,2025-08-25T21:29:26.000000,2025-08-26T04:29:26.000000,2025-08-28T01:29:26.000000,0,0,Monday,1
CR-22220,Batch job failed to complete overnight,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-08-25T12:47:22.000000,2025-08-25T17:47:22.000000,2025-08-26T09:47:22.000000,0,2,Monday,1
CR-22221,Printer not printing documents from any workstation,Facilities,Loki,Loki,Avengers,Service A,Closed,Low,High,High,High,2025-08-25T19:37:01.000000,2025-08-26T02:37:01.000000,2025-08-26T09:37:01.000000,0,3,Monday,1
CR-22222,New software installation failing on endpoint,Data,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,High,High,2025-08-25T02:55:01.000000,2025-08-25T08:55:01.000000,2025-08-26T08:55:01.000000,0,2,Monday,1
