Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
CR-2368,Intermittent authentication failures for single sign-on,Network,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,High,High,2025-06-11T13:38:05.000000,2025-06-11T19:38:05.000000,2025-06-12T10:38:05.000000,0,2,Wednesday,1,6.0,15.0,21.0,1,2025-24
CR-2369,Random disconnections from database for application services,Access,Hulk,Hulk,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-06-11T17:45:47.000000,2025-06-11T23:45:47.000000,2025-06-14T11:45:47.000000,0,0,Wednesday,1,6.0,60.0,66.0,1,2025-24
CR-2370,Periodic failures in monitoring alerts delivery,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,High,Medium,2025-06-11T08:20:37.000000,2025-06-11T16:20:37.000000,2025-06-12T16:20:37.000000,0,3,Wednesday,1,8.0,24.0,32.0,1,2025-24
CR-2371,Recurring performance issues on storage system,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,In Progress,Low,High,Medium,High,2025-06-11T04:07:49.000000,2025-06-11T06:07:49.000000,,0,3,Wednesday,1,2.0,,,0,2025-24
CR-2372,Recurring disk space shortages on application servers,Access,Hulk,Hulk,Avengers,Service B,Closed,Medium,Medium,Medium,Medium,2025-06-11T20:34:52.000000,2025-06-11T23:34:52.000000,2025-06-12T16:34:52.000000,0,1,Wednesday,1,3.0,17.0,20.0,0,2025-24
CR-2373,Recurring time synchronization issues across servers,Facilities,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,High,2025-06-11T22:25:12.000000,2025-06-12T03:25:12.000000,2025-06-12T21:25:12.000000,0,2,Wednesday,1,5.0,18.0,23.0,1,2025-24
CR-2374,Random application crashes on client workstations,Network,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Medium,Medium,Medium,2025-06-11T20:28:30.000000,2025-06-12T03:28:30.000000,2025-06-12T23:28:30.000000,0,1,Wednesday,1,7.0,20.0,27.0,0,2025-24
CR-2375,Intermittent VoIP call quality issues and audio dropouts,Software,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-06-11T09:59:32.000000,2025-06-11T17:59:32.000000,2025-06-12T02:59:32.000000,0,3,Wednesday,1,8.0,9.0,17.0,1,2025-24
CR-2376,Random failures in software deployment to endpoints,Complaint,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,High,High,2025-06-11T21:24:06.000000,2025-06-12T00:24:06.000000,2025-06-12T05:24:06.000000,1,4,Wednesday,0,3.0,5.0,8.0,1,2025-24
CR-2377,Recurring high latency reported in video conferencing sessions,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service A,Closed,Low,Low,Low,Low,2025-06-11T15:06:01.000000,2025-06-11T20:06:01.000000,2025-06-13T08:06:01.000000,0,1,Wednesday,1,5.0,36.0,41.0,0,2025-24
CR-2378,Intermittent connectivity issues to cloud-hosted applications,Network,Thor,Thor,Avengers,Service C,Closed,Low,Low,Low,Low,2025-06-11T12:51:34.000000,2025-06-11T17:51:34.000000,2025-06-14T14:51:34.000000,0,1,Wednesday,1,5.0,69.0,74.0,1,2025-24
CR-2379,Intermittent connectivity issues to cloud-hosted applications,Access,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,Medium,2025-06-11T12:51:00.000000,2025-06-11T20:51:00.000000,2025-06-12T15:51:00.000000,0,2,Wednesday,1,8.0,19.0,27.0,1,2025-24
CR-2380,Recurring problems with email calendar synchronization,Complaint,Hulk,Hulk,Avengers,Service A,Closed,Medium,Critical,High,High,2025-06-12T09:59:50.000000,2025-06-12T14:59:50.000000,2025-06-12T23:59:50.000000,0,5,Thursday,1,5.0,9.0,14.0,1,2025-24
CR-2381,Frequent VPN disconnections during peak hours,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-06-12T23:07:44.000000,2025-06-13T05:07:44.000000,2025-06-14T04:07:44.000000,1,2,Thursday,0,6.0,23.0,29.0,0,2025-24
CR-2382,Intermittent access issues to HR web portal,Data,Loki,Loki,Avengers,Service A,On Hold,Medium,Critical,High,Medium,2025-06-12T21:54:36.000000,,,0,3,Thursday,1,,,,0,2025-24
CR-2383,Recurring time synchronization issues across servers,Access,John Cena,John Cena,Matrix,Service A,Closed,Medium,Medium,Medium,Medium,2025-06-12T23:21:42.000000,2025-06-13T04:21:42.000000,2025-06-14T13:21:42.000000,0,2,Thursday,1,5.0,33.0,38.0,1,2025-24
CR-2384,Inconsistent access to archived email system,Failure,Captain America,Captain America,Avengers,Service C,Closed,High,Critical,High,High,2025-06-12T12:50:07.000000,2025-06-12T14:50:07.000000,2025-06-12T15:50:07.000000,0,3,Thursday,1,2.0,1.0,3.0,0,2025-24
CR-2385,Frequent account lockouts for multiple users,Hardware,Neo,Neo,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-06-12T21:40:46.000000,2025-06-13T04:40:46.000000,2025-06-14T13:40:46.000000,0,1,Thursday,1,7.0,33.0,40.0,1,2025-24
CR-2386,Random freezing of operating system on virtual desktops,Complaint,Neo,Neo,Matrix,Service B,Closed,Medium,High,High,High,2025-06-12T17:25:16.000000,2025-06-12T22:25:16.000000,2025-06-13T17:25:16.000000,0,2,Thursday,1,5.0,19.0,24.0,1,2025-24
CR-2387,Frequent VPN disconnections during peak hours,Software,Neo,Neo,Matrix,Service B,Closed,Low,High,Medium,Medium,2025-06-12T11:44:16.000000,2025-06-12T16:44:16.000000,2025-06-13T07:44:16.000000,1,2,Thursday,0,5.0,15.0,20.0,1,2025-24
CR-2388,Periodic high CPU usage on database server causing slow queries,Failure,Neo,Neo,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-06-12T04:38:54.000000,2025-06-12T10:38:54.000000,2025-06-13T06:38:54.000000,0,1,Thursday,1,6.0,20.0,26.0,0,2025-24
CR-2389,Slow file access on shared network drives during business hours,Access,Hulk,Hulk,Avengers,Service C,Closed,Medium,Critical,High,High,2025-06-13T08:08:47.000000,2025-06-13T15:08:47.000000,2025-06-14T02:08:47.000000,0,3,Friday,1,7.0,11.0,18.0,1,2025-24
CR-2390,Recurring performance degradation on core banking application,Failure,Shang Chi,Shang Chi,Avengers II,Service A,In Progress,High,Medium,Medium,Low,2025-06-13T02:32:52.000000,2025-06-13T05:32:52.000000,,0,1,Friday,1,3.0,,,0,2025-24
CR-2391,Recurring time synchronization issues across servers,Data,Neo,Neo,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-06-13T07:05:17.000000,2025-06-13T15:05:17.000000,2025-06-14T11:05:17.000000,0,1,Friday,1,8.0,20.0,28.0,0,2025-24
CR-2392,Random system reboots on specific hardware model,Complaint,Thor,Thor,Avengers,Service A,Closed,Low,High,High,High,2025-06-13T22:05:38.000000,2025-06-14T04:05:38.000000,2025-06-15T01:05:38.000000,0,2,Friday,1,6.0,21.0,27.0,1,2025-24
CR-2393,Random freezing of operating system on virtual desktops,Data,Loki,Loki,Avengers,Service B,Closed,Low,Critical,High,High,2025-06-13T20:41:18.000000,2025-06-13T23:41:18.000000,2025-06-14T04:41:18.000000,0,3,Friday,1,3.0,5.0,8.0,1,2025-24
CR-2394,Session timeouts occurring too frequently for web application,Software,Thor,Thor,Avengers,Service B,Closed,Low,Critical,High,Medium,2025-06-13T08:19:16.000000,2025-06-13T15:19:16.000000,2025-06-13T22:19:16.000000,0,5,Friday,1,7.0,7.0,14.0,1,2025-24
CR-2395,Recurring printing failures for specific printer models,Hardware,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Medium,Medium,Medium,Medium,2025-06-13T15:00:54.000000,2025-06-13T21:00:54.000000,2025-06-14T21:00:54.000000,0,2,Friday,1,6.0,24.0,30.0,0,2025-24
CR-2396,Recurring disk space shortages on application servers,Network,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,High,High,High,2025-06-13T02:31:26.000000,2025-06-13T08:31:26.000000,2025-06-13T20:31:26.000000,0,3,Friday,1,6.0,12.0,18.0,1,2025-24
CR-2397,Slow file access on shared network drives during business hours,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,High,High,Low,2025-06-13T04:35:12.000000,2025-06-13T12:35:12.000000,2025-06-13T19:35:12.000000,0,2,Friday,1,8.0,7.0,15.0,0,2025-24
CR-2398,Intermittent access issues to HR web portal,Complaint,Thor,Thor,Avengers,Service A,Closed,Medium,Critical,High,High,2025-06-14T06:28:26.000000,2025-06-14T09:28:26.000000,2025-06-14T14:28:26.000000,0,3,Saturday,1,3.0,5.0,8.0,1,2025-24
CR-2399,Intermittent access issues to HR web portal,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,High,High,High,2025-06-14T06:20:45.000000,2025-06-14T12:20:45.000000,2025-06-15T07:20:45.000000,0,2,Saturday,1,6.0,19.0,25.0,1,2025-24
CR-2400,Intermittent access issues to HR web portal,Data,Thor,Thor,Avengers,Service A,Closed,Low,Low,Low,Low,2025-06-14T09:02:10.000000,2025-06-14T12:02:10.000000,2025-06-15T22:02:10.000000,0,1,Saturday,1,3.0,34.0,37.0,0,2025-24
CR-2401,Frequent account lockouts for multiple users,Software,John Wick,John Wick,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-06-14T12:23:12.000000,2025-06-14T17:23:12.000000,2025-06-15T21:23:12.000000,0,1,Saturday,1,5.0,28.0,33.0,1,2025-24
CR-2402,Inconsistent permission errors on shared folders,Software,John Wick,John Wick,Matrix,Service B,On Hold,Low,High,Medium,Medium,2025-06-14T20:18:38.000000,,,0,3,Saturday,1,,,,0,2025-24
CR-2403,Random disconnections from database for application services,Failure,Captain America,Captain America,Avengers,Service B,Closed,Low,High,Medium,High,2025-06-14T04:03:38.000000,2025-06-14T07:03:38.000000,2025-06-15T07:03:38.000000,0,3,Saturday,1,3.0,24.0,27.0,1,2025-24
CR-2404,Inconsistent synchronization between production and reporting databases,Software,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-06-14T20:02:02.000000,2025-06-15T04:02:02.000000,2025-06-15T07:02:02.000000,0,5,Saturday,1,8.0,3.0,11.0,0,2025-24
CR-2405,Inconsistent synchronization between production and reporting databases,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Critical,High,High,2025-06-14T17:54:11.000000,2025-06-14T23:54:11.000000,2025-06-15T00:54:11.000000,0,4,Saturday,1,6.0,1.0,7.0,0,2025-24
CR-2406,Random freezing of operating system on virtual desktops,Facilities,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-06-14T13:01:39.000000,2025-06-14T18:01:39.000000,2025-06-15T02:01:39.000000,0,5,Saturday,1,5.0,8.0,13.0,1,2025-24
CR-2407,Unreliable backup completion for certain file shares,Software,Captain America,Captain America,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-06-14T12:36:28.000000,2025-06-14T18:36:28.000000,2025-06-15T23:36:28.000000,0,2,Saturday,1,6.0,29.0,35.0,1,2025-24
CR-2408,Recurring time synchronization issues across servers,Access,Batman,Batman,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-06-14T21:00:24.000000,2025-06-15T04:00:24.000000,2025-06-16T03:00:24.000000,0,2,Saturday,1,7.0,23.0,30.0,0,2025-24
CR-2409,Intermittent VoIP call quality issues and audio dropouts,Software,John Cena,John Cena,Matrix,Service C,Closed,Medium,High,Medium,Medium,2025-06-14T04:39:21.000000,2025-06-14T10:39:21.000000,2025-06-15T03:39:21.000000,0,2,Saturday,1,6.0,17.0,23.0,1,2025-24
CR-2410,Random disconnections from database for application services,Facilities,Hulk,Hulk,Avengers,Service A,Closed,High,High,Medium,High,2025-06-14T07:03:02.000000,2025-06-14T15:03:02.000000,2025-06-15T07:03:02.000000,0,2,Saturday,1,8.0,16.0,24.0,1,2025-24
CR-2411,Unreliable backup completion for certain file shares,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Low,High,High,Medium,2025-06-14T08:06:55.000000,2025-06-14T14:06:55.000000,2025-06-15T00:06:55.000000,1,2,Saturday,0,6.0,10.0,16.0,1,2025-24
CR-2412,Inconsistent access to archived email system,Facilities,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Critical,High,High,2025-06-15T08:29:59.000000,2025-06-15T12:29:59.000000,2025-06-15T14:29:59.000000,0,3,Sunday,1,4.0,2.0,6.0,0,2025-24
CR-2413,Recurring printer spooler service failures on print server,Facilities,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,High,2025-06-15T07:19:30.000000,2025-06-15T10:19:30.000000,2025-06-15T12:19:30.000000,0,3,Sunday,1,3.0,2.0,5.0,0,2025-24
CR-2414,Recurring high latency reported in video conferencing sessions,Data,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,High,High,Medium,2025-06-15T04:40:39.000000,2025-06-15T09:40:39.000000,2025-06-15T22:40:39.000000,0,2,Sunday,1,5.0,13.0,18.0,1,2025-24
CR-2415,Unstable Wi-Fi coverage in specific office area,Failure,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-06-15T12:04:07.000000,2025-06-15T16:04:07.000000,2025-06-16T10:04:07.000000,0,1,Sunday,1,4.0,18.0,22.0,0,2025-24
CR-2416,Intermittent failures in automated file transfer jobs,Data,John Wick,John Wick,Matrix,Service C,Closed,Medium,High,Medium,Low,2025-06-15T00:52:45.000000,2025-06-15T08:52:45.000000,2025-06-15T22:52:45.000000,0,2,Sunday,1,8.0,14.0,22.0,1,2025-24
CR-2417,Recurring disk space shortages on application servers,Access,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-06-15T19:24:45.000000,2025-06-15T21:24:45.000000,2025-06-16T04:24:45.000000,0,5,Sunday,1,2.0,7.0,9.0,1,2025-24
CR-2418,Session timeouts occurring too frequently for web application,Hardware,Thor,Thor,Avengers,Service A,Closed,Medium,High,High,High,2025-06-15T18:43:51.000000,2025-06-15T22:43:51.000000,2025-06-16T07:43:51.000000,0,3,Sunday,1,4.0,9.0,13.0,1,2025-24
CR-2419,Intermittent failures of web proxy authentication,Failure,Iron Man,Iron Man,Avengers,Service C,Closed,Low,High,High,Medium,2025-06-16T10:47:59.000000,2025-06-16T16:47:59.000000,2025-06-17T09:47:59.000000,0,2,Monday,1,6.0,17.0,23.0,1,2025-25
CR-2420,Intermittent access issues to HR web portal,Network,Hulk,Hulk,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-06-16T15:34:41.000000,2025-06-16T22:34:41.000000,2025-06-18T05:34:41.000000,0,2,Monday,1,7.0,31.0,38.0,1,2025-25
CR-2421,Inconsistent synchronization between production and reporting databases,Access,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,High,Medium,Medium,2025-06-16T15:28:43.000000,2025-06-16T19:28:43.000000,2025-06-17T11:28:43.000000,0,3,Monday,1,4.0,16.0,20.0,1,2025-25
CR-2422,Intermittent failures of web proxy authentication,Access,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Medium,Low,2025-06-16T09:41:36.000000,2025-06-16T13:41:36.000000,2025-06-17T23:41:36.000000,1,1,Monday,0,4.0,34.0,38.0,1,2025-25
CR-2423,Recurring DNS resolution failures for internal hostnames,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Critical,High,High,2025-06-16T18:54:37.000000,2025-06-17T02:54:37.000000,2025-06-17T06:54:37.000000,1,3,Monday,0,8.0,4.0,12.0,0,2025-25
CR-2424,Intermittent failures of web proxy authentication,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,Medium,Low,Medium,2025-06-16T18:56:34.000000,2025-06-17T00:56:34.000000,2025-06-17T23:56:34.000000,0,1,Monday,1,6.0,23.0,29.0,0,2025-25
CR-2425,Session timeouts occurring too frequently for web application,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service B,Closed,High,Medium,Medium,Medium,2025-06-16T13:54:04.000000,2025-06-16T18:54:04.000000,2025-06-17T14:54:04.000000,0,1,Monday,1,5.0,20.0,25.0,0,2025-25
CR-2426,Frequent account lockouts for multiple users,Complaint,Hulk,Hulk,Avengers,Service C,Closed,Medium,High,Medium,High,2025-06-16T07:59:52.000000,2025-06-16T14:59:52.000000,2025-06-17T02:59:52.000000,0,2,Monday,1,7.0,12.0,19.0,1,2025-25
CR-2427,Recurring printer spooler service failures on print server,Software,John Cena,John Cena,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-06-16T04:14:35.000000,2025-06-16T08:14:35.000000,2025-06-17T00:14:35.000000,0,1,Monday,1,4.0,16.0,20.0,0,2025-25
CR-2428,Recurring printer spooler service failures on print server,Software,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,High,2025-06-16T05:02:30.000000,2025-06-16T12:02:30.000000,2025-06-16T19:02:30.000000,0,3,Monday,1,7.0,7.0,14.0,1,2025-25
CR-2429,Periodic failures in monitoring alerts delivery,Complaint,Captain America,Captain America,Avengers,Service C,New,High,Critical,High,Medium,2025-06-16T10:03:13.000000,,,0,5,Monday,1,,,,0,2025-25
CR-2430,Random application crashes on client workstations,Access,Jack Sparrow,Jack Sparrow,Matrix,Service C,New,Low,Medium,Low,Medium,2025-06-16T08:08:35.000000,,,0,2,Monday,1,,,,0,2025-25
CR-2431,Recurring high latency reported in video conferencing sessions,Data,John Wick,John Wick,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-06-16T10:34:11.000000,2025-06-16T16:34:11.000000,2025-06-17T09:34:11.000000,1,1,Monday,0,6.0,17.0,23.0,0,2025-25
CR-2432,Intermittent login issues after password changes,Data,Doctor Strange,Doctor Strange,Avengers II,Service B,New,High,High,High,High,2025-06-16T16:34:06.000000,,,1,3,Monday,0,,,,0,2025-25
CR-2433,Recurring time synchronization issues across servers,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Low,Medium,Medium,Medium,2025-06-16T23:49:17.000000,2025-06-17T05:49:17.000000,2025-06-18T02:49:17.000000,0,1,Monday,1,6.0,21.0,27.0,0,2025-25
CR-2434,Frequent issues with file version conflicts on shared drives,Network,Hulk,Hulk,Avengers,Service C,Closed,Low,Critical,High,High,2025-06-16T11:49:49.000000,2025-06-16T19:49:49.000000,2025-06-16T22:49:49.000000,0,5,Monday,1,8.0,3.0,11.0,0,2025-25
CR-2435,Inconsistent permission errors on shared folders,Software,Thor,Thor,Avengers,Service A,In Progress,Low,Medium,Medium,Medium,2025-06-16T05:50:41.000000,2025-06-16T10:50:41.000000,,0,1,Monday,1,5.0,,,0,2025-25
CR-2436,Intermittent login issues after password changes,Data,Thor,Thor,Avengers,Service C,Closed,High,Critical,High,High,2025-06-16T01:02:46.000000,2025-06-16T09:02:46.000000,2025-06-16T10:02:46.000000,0,4,Monday,1,8.0,1.0,9.0,0,2025-25
CR-2437,Recurring printing failures for specific printer models,Facilities,Captain America,Captain America,Avengers,Service C,Closed,Medium,High,Medium,High,2025-06-16T22:06:52.000000,2025-06-17T00:06:52.000000,2025-06-17T08:06:52.000000,0,3,Monday,1,2.0,8.0,10.0,0,2025-25
CR-2438,Slow file access on shared network drives during business hours,Failure,Hulk,Hulk,Avengers,Service A,Closed,Low,High,Medium,Medium,2025-06-16T19:15:31.000000,2025-06-17T02:15:31.000000,2025-06-17T23:15:31.000000,0,2,Monday,1,7.0,21.0,28.0,1,2025-25
CR-2439,Session timeouts occurring too frequently for web application,Hardware,Neo,Neo,Matrix,Service A,Closed,Low,High,High,Medium,2025-06-16T07:35:50.000000,2025-06-16T10:35:50.000000,2025-06-16T20:35:50.000000,0,3,Monday,1,3.0,10.0,13.0,1,2025-25
CR-2440,Random failures in software deployment to endpoints,Software,John Wick,John Wick,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-06-16T22:37:39.000000,2025-06-17T00:37:39.000000,2025-06-17T16:37:39.000000,0,2,Monday,1,2.0,16.0,18.0,0,2025-25
CR-2441,Random system reboots on specific hardware model,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,High,2025-06-16T17:33:17.000000,2025-06-16T23:33:17.000000,2025-06-17T00:33:17.000000,0,4,Monday,1,6.0,1.0,7.0,0,2025-25
CR-2442,Random loss of mapped network drives on login,Access,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Critical,High,High,2025-06-16T14:33:21.000000,2025-06-16T18:33:21.000000,2025-06-17T06:33:21.000000,1,5,Monday,0,4.0,12.0,16.0,1,2025-25
CR-2443,Unreliable backup completion for certain file shares,Data,John Cena,John Cena,Matrix,Service B,Closed,High,Low,Low,Low,2025-06-16T06:13:07.000000,2025-06-16T08:13:07.000000,2025-06-17T11:13:07.000000,0,0,Monday,1,2.0,27.0,29.0,0,2025-25
CR-2444,Unstable Wi-Fi coverage in specific office area,Failure,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,High,High,2025-06-16T21:28:13.000000,2025-06-17T05:28:13.000000,2025-06-17T14:28:13.000000,0,4,Monday,1,8.0,9.0,17.0,1,2025-25
CR-2445,Frequent errors in scheduled report generation processes,Facilities,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-06-16T04:57:51.000000,2025-06-16T12:57:51.000000,2025-06-16T20:57:51.000000,0,5,Monday,1,8.0,8.0,16.0,1,2025-25
