Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CR-15048,Request to create a new distribution list for the Marketing team.,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Medium,Medium,Medium,2025-06-09T12:27:09.000000,2025-06-09T17:27:09.000000,2025-06-10T10:27:09.000000,1,1,Monday,0,5.0,17.0,22.0,0
CR-15049,Request to delete unused virtual machines in non-production environment.,Failure,Neo,Neo,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-06-09T05:52:45.000000,2025-06-09T09:52:45.000000,2025-06-09T21:52:45.000000,0,2,Monday,1,4.0,12.0,16.0,0
CR-15050,Enable port redirection for database replication tasks.,Facilities,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,Critical,High,High,2025-06-09T09:22:00.000000,2025-06-09T14:22:00.000000,2025-06-10T00:22:00.000000,0,4,Monday,1,5.0,10.0,15.0,1
CR-15051,Request for temporary guest access to internal intranet services.,Software,Jack Sparrow,Jack Sparrow,Matrix,Service C,Closed,Medium,Medium,Medium,Medium,2025-06-09T16:17:28.000000,2025-06-09T19:17:28.000000,2025-06-10T21:17:28.000000,0,1,Monday,1,3.0,26.0,29.0,1
CR-15052,Document retention policy modification for compliance purposes.,Access,Hulk,Hulk,Avengers,Service A,Closed,Low,Low,Low,Low,2025-06-09T07:27:46.000000,2025-06-09T10:27:46.000000,2025-06-12T00:27:46.000000,0,1,Monday,1,3.0,62.0,65.0,1
CR-15053,Troubleshoot application access issues related to role change.,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Low,Low,Low,2025-06-09T09:44:50.000000,2025-06-09T12:44:50.000000,2025-06-12T02:44:50.000000,0,1,Monday,1,3.0,62.0,65.0,1
CR-15054,Request to delete unused virtual machines in non-production environment.,Access,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Medium,Medium,Low,Low,2025-06-09T01:11:13.000000,2025-06-09T05:11:13.000000,2025-06-09T18:11:13.000000,0,1,Monday,1,4.0,13.0,17.0,0
CR-15055,Reassign ownership of project management tools to new team lead.,Network,Neo,Neo,Matrix,Service A,Closed,Medium,Critical,High,Medium,2025-06-09T23:13:36.000000,2025-06-10T01:13:36.000000,2025-06-10T07:13:36.000000,0,5,Monday,1,2.0,6.0,8.0,1
CR-15056,Upgrade workstation RAM for improved video editing performance.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Low,Low,2025-06-09T13:08:50.000000,2025-06-09T19:08:50.000000,2025-06-10T17:08:50.000000,0,1,Monday,1,6.0,22.0,28.0,0
CR-15057,Troubleshoot application access issues related to role change.,Data,Spiderman,Spiderman,Avengers II,Service B,Closed,High,Critical,High,High,2025-06-09T14:45:12.000000,2025-06-09T20:45:12.000000,2025-06-10T02:45:12.000000,0,3,Monday,1,6.0,6.0,12.0,1
CR-15058,Enable high-availability configuration on two production servers.,Facilities,Hulk,Hulk,Avengers,Service C,Closed,High,High,Medium,Medium,2025-06-09T05:25:57.000000,2025-06-09T11:25:57.000000,2025-06-09T17:25:57.000000,0,2,Monday,1,6.0,6.0,12.0,0
CR-15059,Replace hardware for malfunctioning conference room equipment.,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,High,Low,2025-06-09T00:40:42.000000,2025-06-09T02:40:42.000000,2025-06-09T10:40:42.000000,0,2,Monday,1,2.0,8.0,10.0,0
CR-15060,Request to configure SSO login for external web resource.,Network,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,Medium,High,2025-06-09T05:16:40.000000,2025-06-09T10:16:40.000000,2025-06-09T18:16:40.000000,0,3,Monday,1,5.0,8.0,13.0,1
CR-15061,Request to adjust permissions on shared inbox handling invoices.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-06-09T11:51:41.000000,2025-06-09T18:51:41.000000,2025-06-10T19:51:41.000000,1,1,Monday,0,7.0,25.0,32.0,1
CR-15062,Configuration update needed for internal voice gateway routing.,Access,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,High,2025-06-09T13:02:45.000000,2025-06-09T17:02:45.000000,2025-06-10T12:02:45.000000,0,2,Monday,1,4.0,19.0,23.0,1
CR-15063,Enable high-availability configuration on two production servers.,Software,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,High,Medium,2025-06-09T02:06:11.000000,2025-06-09T08:06:11.000000,2025-06-09T10:06:11.000000,0,4,Monday,1,6.0,2.0,8.0,0
CR-15064,Request to reset password for employee account.,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-06-09T17:02:15.000000,2025-06-09T19:02:15.000000,2025-06-10T19:02:15.000000,0,1,Monday,1,2.0,24.0,26.0,0
CR-15065,Troubleshoot application access issues related to role change.,Complaint,Thor,Thor,Avengers,Service C,On Hold,Medium,Medium,Medium,Medium,2025-06-09T07:11:52.000000,,,0,2,Monday,1,0.0,0.0,0.0,0
CR-15066,Replace hardware for malfunctioning conference room equipment.,Hardware,John Wick,John Wick,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-06-09T23:33:40.000000,2025-06-10T04:33:40.000000,2025-06-10T17:33:40.000000,0,1,Monday,1,5.0,13.0,18.0,0
CR-15067,Relocation of desktop workstation within the office premises.,Hardware,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,High,High,High,2025-06-09T23:34:31.000000,2025-06-10T03:34:31.000000,2025-06-10T20:34:31.000000,0,2,Monday,1,4.0,17.0,21.0,1
CR-15068,Relocation of desktop workstation within the office premises.,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,On Hold,High,Medium,Medium,Medium,2025-06-09T16:11:55.000000,,,0,2,Monday,1,0.0,0.0,0.0,0
CR-15069,Request to access internal SharePoint site for the Finance department.,Hardware,John Cena,John Cena,Matrix,Service C,In Progress,Low,Low,Low,Low,2025-06-09T18:39:29.000000,2025-06-09T20:39:29.000000,,0,1,Monday,1,2.0,0.0,0.0,0
CR-15070,Request to reset password for employee account.,Facilities,Thor,Thor,Avengers,Service C,Closed,Medium,High,High,High,2025-06-09T22:35:36.000000,2025-06-10T06:35:36.000000,2025-06-11T01:35:36.000000,0,3,Monday,1,8.0,19.0,27.0,1
CR-15071,Request to delete unused virtual machines in non-production environment.,Hardware,Batman,Batman,Matrix,Service C,On Hold,High,Medium,Medium,Medium,2025-06-09T18:33:16.000000,,,1,2,Monday,0,0.0,0.0,0.0,0
CR-15072,Enable port redirection for database replication tasks.,Failure,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,Medium,2025-06-09T06:20:55.000000,2025-06-09T12:20:55.000000,2025-06-09T17:20:55.000000,0,3,Monday,1,6.0,5.0,11.0,1
CR-15073,Request to access internal SharePoint site for the Finance department.,Access,Doctor Strange,Doctor Strange,Avengers II,Service A,In Progress,Medium,Medium,Medium,Low,2025-06-09T02:27:37.000000,2025-06-09T07:27:37.000000,,0,2,Monday,1,5.0,0.0,0.0,0
CR-15074,Upgrade Oracle database version to meet system requirements.,Software,Thor,Thor,Avengers,Service A,On Hold,Low,High,High,High,2025-06-09T14:33:39.000000,,,0,3,Monday,1,0.0,0.0,0.0,0
CR-15075,Request to delete unused virtual machines in non-production environment.,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,High,Medium,Medium,2025-06-09T15:11:16.000000,2025-06-09T22:11:16.000000,2025-06-10T14:11:16.000000,0,2,Monday,1,7.0,16.0,23.0,0
CR-15076,Provision external storage for graphics design project.,Facilities,Hulk,Hulk,Avengers,Service B,Closed,Medium,High,High,Medium,2025-06-09T08:33:50.000000,2025-06-09T13:33:50.000000,2025-06-09T21:33:50.000000,0,3,Monday,1,5.0,8.0,13.0,0
CR-15077,Setup repository access for junior developers.,Failure,John Cena,John Cena,Matrix,Service B,Closed,Low,Medium,Medium,Medium,2025-06-09T06:54:25.000000,2025-06-09T14:54:25.000000,2025-06-10T23:54:25.000000,0,2,Monday,1,8.0,33.0,41.0,1
CR-15078,Request to install Python libraries on student laptops.,Network,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-06-09T17:00:09.000000,2025-06-09T23:00:09.000000,2025-06-10T11:00:09.000000,0,4,Monday,1,6.0,12.0,18.0,1
CR-15079,Request to access internal SharePoint site for the Finance department.,Complaint,Batman,Batman,Matrix,Service A,On Hold,Low,Medium,Medium,Medium,2025-06-09T05:28:13.000000,,,0,2,Monday,1,0.0,0.0,0.0,0
CR-15080,User asking for permissions to install additional software.,Software,Thor,Thor,Avengers,Service B,Closed,Low,High,High,Medium,2025-06-09T06:45:09.000000,2025-06-09T09:45:09.000000,2025-06-09T18:45:09.000000,0,3,Monday,1,3.0,9.0,12.0,0
CR-15081,Request for temporary guest access to internal intranet services.,Network,Jack Sparrow,Jack Sparrow,Matrix,Service C,In Progress,Low,High,High,High,2025-06-09T06:06:58.000000,2025-06-09T11:06:58.000000,,0,2,Monday,1,5.0,0.0,0.0,0
CR-15082,Enable port redirection for database replication tasks.,Access,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-06-09T01:10:00.000000,2025-06-09T07:10:00.000000,2025-06-09T09:10:00.000000,1,5,Monday,0,6.0,2.0,8.0,0
CR-15083,Grant access to restricted database for data analytics intern.,Complaint,Batman,Batman,Matrix,Service A,Closed,High,Low,Low,Low,2025-06-09T14:57:41.000000,2025-06-09T22:57:41.000000,2025-06-12T13:57:41.000000,0,1,Monday,1,8.0,63.0,71.0,1
CR-15084,Configure alerts for reporting dashboard thresholds.,Software,John Cena,John Cena,Matrix,Service A,New,High,Medium,Medium,Medium,2025-06-09T07:21:44.000000,,,0,2,Monday,1,0.0,0.0,0.0,0
CR-15085,Provision external storage for graphics design project.,Software,Loki,Loki,Avengers,Service A,On Hold,High,Critical,High,Medium,2025-06-10T18:29:08.000000,,,0,3,Tuesday,1,0.0,0.0,0.0,0
CR-15086,Enable port redirection for database replication tasks.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,High,High,Low,2025-06-10T07:36:44.000000,2025-06-10T10:36:44.000000,2025-06-11T07:36:44.000000,0,2,Tuesday,1,3.0,21.0,24.0,1
CR-15087,Provisioning of VPN access for third-party vendor consultants.,Hardware,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,High,Medium,2025-06-10T13:08:45.000000,2025-06-10T21:08:45.000000,2025-06-11T20:08:45.000000,0,2,Tuesday,1,8.0,23.0,31.0,1
CR-15088,Extend mailbox retention policy for legal department emails.,Failure,Shang Chi,Shang Chi,Avengers II,Service C,Closed,Low,Critical,High,High,2025-06-10T07:20:03.000000,2025-06-10T13:20:03.000000,2025-06-10T17:20:03.000000,1,5,Tuesday,0,6.0,4.0,10.0,0
CR-15089,Enable multi-factor authentication for remote developers.,Access,Hulk,Hulk,Avengers,Service C,On Hold,Medium,Critical,High,Medium,2025-06-10T21:52:53.000000,,,0,4,Tuesday,1,0.0,0.0,0.0,0
CR-15090,Request to add new printer to network for HR department.,Software,Spiderman,Spiderman,Avengers II,Service C,In Progress,Medium,Medium,Medium,Medium,2025-06-10T01:20:36.000000,2025-06-10T05:20:36.000000,,0,1,Tuesday,1,4.0,0.0,0.0,0
CR-15091,Setup repository access for junior developers.,Complaint,Captain America,Captain America,Avengers,Service B,Closed,High,High,High,High,2025-06-10T08:29:21.000000,2025-06-10T13:29:21.000000,2025-06-11T03:29:21.000000,0,2,Tuesday,1,5.0,14.0,19.0,0
CR-15092,Upgrade Oracle database version to meet system requirements.,Access,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Low,Low,Low,2025-06-10T10:41:03.000000,2025-06-10T13:41:03.000000,2025-06-12T09:41:03.000000,0,1,Tuesday,1,3.0,44.0,47.0,0
CR-15093,Provisioning of VPN access for third-party vendor consultants.,Hardware,Spiderman,Spiderman,Avengers II,Service B,Closed,High,High,Medium,High,2025-06-10T21:06:01.000000,2025-06-11T05:06:01.000000,2025-06-12T02:06:01.000000,0,3,Tuesday,1,8.0,21.0,29.0,1
CR-15094,Relocation of desktop workstation within the office premises.,Data,John Wick,John Wick,Matrix,Service C,Closed,Low,Medium,Low,Medium,2025-06-10T17:16:27.000000,2025-06-10T19:16:27.000000,2025-06-12T06:16:27.000000,0,2,Tuesday,1,2.0,35.0,37.0,1
CR-15095,Request for extended quota on shared email inbox.,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-06-10T19:59:49.000000,2025-06-11T01:59:49.000000,2025-06-12T16:59:49.000000,0,1,Tuesday,1,6.0,39.0,45.0,0
CR-15096,Enable port redirection for database replication tasks.,Data,Neo,Neo,Matrix,Service C,Closed,Medium,Low,Low,Low,2025-06-10T17:57:25.000000,2025-06-10T22:57:25.000000,2025-06-12T18:57:25.000000,0,0,Tuesday,1,5.0,44.0,49.0,0
CR-15097,Request for cloud storage account provisioning for upcoming project.,Software,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-06-10T17:56:21.000000,2025-06-11T01:56:21.000000,2025-06-12T01:56:21.000000,0,1,Tuesday,1,8.0,24.0,32.0,0
CR-15098,Upgrade Oracle database version to meet system requirements.,Failure,Loki,Loki,Avengers,Service C,Closed,Medium,High,Medium,Medium,2025-06-10T08:03:53.000000,2025-06-10T14:03:53.000000,2025-06-11T12:03:53.000000,1,2,Tuesday,0,6.0,22.0,28.0,1
CR-15099,Request to create a new distribution list for the Marketing team.,Failure,Loki,Loki,Avengers,Service B,Closed,Medium,Critical,High,High,2025-06-10T13:40:22.000000,2025-06-10T15:40:22.000000,2025-06-10T22:40:22.000000,0,5,Tuesday,1,2.0,7.0,9.0,1
CR-15100,Request for secure deletion of files on retired desktops.,Hardware,Captain Marvel,Captain Marvel,Avengers II,Service A,In Progress,Medium,Medium,Medium,Medium,2025-06-10T19:57:55.000000,2025-06-11T01:57:55.000000,,0,2,Tuesday,1,6.0,0.0,0.0,0
CR-15101,Configure alerts for reporting dashboard thresholds.,Access,Hulk,Hulk,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-06-10T18:17:40.000000,2025-06-11T00:17:40.000000,2025-06-11T18:17:40.000000,0,1,Tuesday,1,6.0,18.0,24.0,0
CR-15102,Upgrade workstation RAM for improved video editing performance.,Facilities,Captain America,Captain America,Avengers,Service B,Closed,High,Medium,Medium,Medium,2025-06-10T10:54:34.000000,2025-06-10T16:54:34.000000,2025-06-11T12:54:34.000000,0,1,Tuesday,1,6.0,20.0,26.0,0
CR-15103,Configure alerts for reporting dashboard thresholds.,Data,Thor,Thor,Avengers,Service A,On Hold,Medium,Critical,High,High,2025-06-10T16:19:56.000000,,,1,3,Tuesday,0,0.0,0.0,0.0,0
CR-15104,Request to access internal SharePoint site for the Finance department.,Access,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,High,Medium,2025-06-10T20:37:58.000000,2025-06-11T03:37:58.000000,2025-06-11T23:37:58.000000,0,3,Tuesday,1,7.0,20.0,27.0,1
CR-15105,Request to access internal SharePoint site for the Finance department.,Network,Captain America,Captain America,Avengers,Service B,Closed,High,Low,Low,Low,2025-06-10T18:21:21.000000,2025-06-11T00:21:21.000000,2025-06-12T16:21:21.000000,0,1,Tuesday,1,6.0,40.0,46.0,0
CR-15106,Enable port redirection for database replication tasks.,Software,Loki,Loki,Avengers,Service B,Closed,High,High,High,Medium,2025-06-10T13:42:57.000000,2025-06-10T19:42:57.000000,2025-06-11T18:42:57.000000,0,2,Tuesday,1,6.0,23.0,29.0,1
CR-15107,Request to move group mailbox ownership to new manager.,Access,John Wick,John Wick,Matrix,Service A,Closed,Low,Medium,Medium,Medium,2025-06-10T13:44:52.000000,2025-06-10T17:44:52.000000,2025-06-11T15:44:52.000000,1,1,Tuesday,0,4.0,22.0,26.0,0
CR-15108,Troubleshoot application access issues related to role change.,Failure,Loki,Loki,Avengers,Service B,Closed,Medium,Low,Low,Low,2025-06-10T06:33:32.000000,2025-06-10T14:33:32.000000,2025-06-13T03:33:32.000000,0,1,Tuesday,1,8.0,61.0,69.0,1
CR-15109,Provisioning of VPN access for third-party vendor consultants.,Network,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-06-10T05:50:30.000000,2025-06-10T07:50:30.000000,2025-06-10T09:50:30.000000,1,4,Tuesday,0,2.0,2.0,4.0,0
CR-15110,User asking for permissions to install additional software.,Access,Spiderman,Spiderman,Avengers II,Service B,Closed,Medium,High,High,High,2025-06-10T09:36:34.000000,2025-06-10T13:36:34.000000,2025-06-10T20:36:34.000000,0,2,Tuesday,1,4.0,7.0,11.0,0
CR-15111,Update employee badge photo in internal directory.,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Medium,Low,Low,Low,2025-06-10T14:55:12.000000,2025-06-10T18:55:12.000000,2025-06-12T00:55:12.000000,0,0,Tuesday,1,4.0,30.0,34.0,0
CR-15112,Replace hardware for malfunctioning conference room equipment.,Data,Captain America,Captain America,Avengers,Service B,Closed,Low,Critical,High,High,2025-06-10T06:27:22.000000,2025-06-10T08:27:22.000000,2025-06-10T20:27:22.000000,1,5,Tuesday,0,2.0,12.0,14.0,1
CR-15113,Add two new access points to the office Wi-Fi network.,Software,Shang Chi,Shang Chi,Avengers II,Service A,In Progress,Medium,Medium,Medium,Medium,2025-06-10T15:38:49.000000,2025-06-10T18:38:49.000000,,0,2,Tuesday,1,3.0,0.0,0.0,0
CR-15114,Request to create a new distribution list for the Marketing team.,Software,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-06-10T02:52:55.000000,2025-06-10T10:52:55.000000,2025-06-10T21:52:55.000000,0,5,Tuesday,1,8.0,11.0,19.0,1
CR-15115,Provision special access profiles for GDPR compliance audits.,Hardware,Spiderman,Spiderman,Avengers II,Service C,Closed,Medium,Medium,Low,Low,2025-06-10T23:15:39.000000,2025-06-11T03:15:39.000000,2025-06-12T07:15:39.000000,0,1,Tuesday,1,4.0,28.0,32.0,1
CR-15116,Request for cloud storage account provisioning for upcoming project.,Complaint,Loki,Loki,Avengers,Service B,Closed,Low,High,High,Medium,2025-06-10T07:31:08.000000,2025-06-10T13:31:08.000000,2025-06-11T05:31:08.000000,0,2,Tuesday,1,6.0,16.0,22.0,0
CR-15117,Replace hardware for malfunctioning conference room equipment.,Complaint,John Cena,John Cena,Matrix,Service A,Closed,High,Medium,Medium,Medium,2025-06-10T04:11:12.000000,2025-06-10T11:11:12.000000,2025-06-11T05:11:12.000000,1,1,Tuesday,0,7.0,18.0,25.0,0
CR-15118,Enable port redirection for database replication tasks.,Access,Iron Man,Iron Man,Avengers,Service B,Closed,High,High,Medium,Low,2025-06-10T23:50:11.000000,2025-06-11T04:50:11.000000,2025-06-12T01:50:11.000000,0,2,Tuesday,1,5.0,21.0,26.0,1
CR-15119,Enable port redirection for database replication tasks.,Failure,Hulk,Hulk,Avengers,Service C,Closed,High,Critical,High,High,2025-06-10T06:30:02.000000,2025-06-10T12:30:02.000000,2025-06-10T22:30:02.000000,0,4,Tuesday,1,6.0,10.0,16.0,1
CR-15120,Configuration update needed for internal voice gateway routing.,Software,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Low,2025-06-10T17:19:30.000000,2025-06-11T00:19:30.000000,2025-06-12T06:19:30.000000,0,1,Tuesday,1,7.0,30.0,37.0,1
CR-15121,Upgrade virtual machine specs for training platform.,Complaint,Iron Man,Iron Man,Avengers,Service C,Closed,High,Critical,High,High,2025-06-10T05:59:27.000000,2025-06-10T07:59:27.000000,2025-06-10T09:59:27.000000,0,3,Tuesday,1,2.0,2.0,4.0,0
CR-15122,Request to move group mailbox ownership to new manager.,Facilities,Hulk,Hulk,Avengers,Service A,Closed,Low,Critical,High,High,2025-06-10T01:48:43.000000,2025-06-10T08:48:43.000000,2025-06-10T15:48:43.000000,0,4,Tuesday,1,7.0,7.0,14.0,1
CR-15123,Troubleshoot application access issues related to role change.,Network,Captain America,Captain America,Avengers,Service B,Closed,Medium,Critical,High,High,2025-06-10T06:43:57.000000,2025-06-10T11:43:57.000000,2025-06-10T12:43:57.000000,1,4,Tuesday,0,5.0,1.0,6.0,0
CR-15124,Request for secure deletion of files on retired desktops.,Data,Captain Marvel,Captain Marvel,Avengers II,Service B,New,Medium,Medium,Medium,Medium,2025-06-10T16:46:55.000000,,,0,2,Tuesday,1,0.0,0.0,0.0,0
CR-15125,Request for cloud storage account provisioning for upcoming project.,Hardware,Spiderman,Spiderman,Avengers II,Service A,Closed,Medium,Critical,Medium,High,2025-06-10T04:57:55.000000,2025-06-10T12:57:55.000000,2025-06-10T21:57:55.000000,0,5,Tuesday,1,8.0,9.0,17.0,1
