Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag
CR-13368,Unexpected configuration change on security appliance,Data,Thor,Michal,Avengers II,Service A,Closed,Low,Low,Low,Low,2025-05-10T15:33:24.000000,2025-05-10T18:14:52.000000,2025-05-12T05:23:40.000000,0,Saturday,1
CR-13369,Brute force attack detected on remote access gateway,Software,Thor,Thor,Matrix,Service C,Closed,Low,Low,Medium,Low,2025-05-10T17:05:35.000000,2025-05-10T20:52:20.000000,2025-05-11T11:29:24.000000,0,Saturday,1
CR-13370,Malicious JavaScript detected on visited webpage,Failure,Jan,Captain America,Avengers,Service A,Closed,Low,Low,High,Medium,2025-05-10T20:06:08.000000,2025-05-11T04:09:09.000000,2025-05-11T07:06:59.000000,1,Saturday,0
CR-13371,Web proxy blocked access to high-risk website,Failure,Peter,Captain America,Avengers,Service B,New,High,High,High,Medium,2025-05-10T07:30:00.000000,,,1,Saturday,0
CR-13372,Email forwarding rule created without user knowledge,Hardware,Michal,Peter,Matrix,Service A,Closed,Low,High,High,Low,2025-05-10T01:18:34.000000,2025-05-10T06:39:40.000000,2025-05-11T15:13:58.000000,1,Saturday,0
CR-13373,Multiple devices reporting same malware signature,Facilities,Peter,Michal,Avengers II,Service B,Closed,Medium,Medium,High,Low,2025-05-10T13:57:58.000000,2025-05-10T22:24:46.000000,2025-05-12T00:11:55.000000,1,Saturday,0
CR-13374,Denied attempt to access privileged management console,Access,Jan,Michal,Matrix,Service A,Closed,Low,Medium,Low,Low,2025-05-10T12:47:15.000000,2025-05-10T18:35:15.000000,2025-05-11T18:20:37.000000,0,Saturday,1
CR-13375,External IP added to whitelist without approval,Software,Thor,Michal,Avengers,Service A,On Hold,Medium,Medium,Low,Low,2025-05-10T04:01:13.000000,,,1,Saturday,0
CR-13376,New privileged account created without proper approval,Complaint,Michal,Jan,Matrix,Service A,Closed,Medium,High,Medium,Low,2025-05-10T02:38:11.000000,2025-05-10T08:09:04.000000,2025-05-10T19:31:01.000000,0,Saturday,1
CR-13377,Data loss prevention policy violation detected,Data,Iron Man,Captain America,Avengers II,Service C,Closed,High,Medium,High,High,2025-05-10T14:17:00.000000,2025-05-10T21:04:38.000000,2025-05-12T12:02:52.000000,0,Saturday,1
CR-13378,Abnormal API access pattern from external client,Data,Martin,Martin,Avengers,Service A,Closed,Medium,Medium,Low,High,2025-05-10T21:59:17.000000,2025-05-11T05:08:54.000000,2025-05-11T17:03:14.000000,0,Saturday,1
CR-13379,Suspicious PowerShell activity detected on workstation,Failure,Iron Man,Peter,Matrix,Service B,Closed,Low,Low,Low,Low,2025-05-10T17:38:28.000000,2025-05-11T01:10:38.000000,2025-05-11T09:34:15.000000,0,Saturday,1
CR-13380,Unauthorized installation of unapproved software,Access,Martin,Peter,Matrix,Service B,Closed,High,High,Low,Medium,2025-05-10T14:36:58.000000,2025-05-10T21:58:52.000000,2025-05-12T02:46:39.000000,0,Saturday,1
CR-13381,Unusual traffic to anonymization service detected,Facilities,Michal,Martin,Matrix,Service A,On Hold,Medium,Low,Low,High,2025-05-10T14:45:01.000000,,,0,Saturday,1
CR-13382,Unapproved application communicating with external server,Hardware,Michal,Peter,Avengers II,Service C,Closed,Medium,Low,High,Medium,2025-05-10T10:39:21.000000,2025-05-10T13:52:02.000000,2025-05-10T18:19:46.000000,0,Saturday,1
CR-13383,Abnormal outbound DNS requests from single host,Network,Thor,Michal,Avengers II,Service B,In Progress,High,Medium,High,High,2025-05-10T06:10:42.000000,2025-05-10T10:49:48.000000,,0,Saturday,1
CR-13384,Suspicious authentication token reuse detected,Software,Iron Man,Jan,Matrix,Service A,Closed,Medium,Low,High,Medium,2025-05-10T13:08:28.000000,2025-05-10T20:18:38.000000,2025-05-11T16:48:28.000000,1,Saturday,0
CR-13385,Suspicious file execution blocked by application control,Failure,Iron Man,Jan,Matrix,Service A,Closed,High,High,Medium,High,2025-05-10T06:37:19.000000,2025-05-10T10:01:41.000000,2025-05-10T14:39:45.000000,1,Saturday,0
CR-13386,Suspicious login attempt using expired credentials,Hardware,Iron Man,Peter,Avengers,Service A,Closed,Medium,Medium,Low,Low,2025-05-10T02:45:11.000000,2025-05-10T06:20:45.000000,2025-05-10T21:18:07.000000,0,Saturday,1
CR-13387,Account lockout due to repeated failed authentication,Hardware,Thor,Michal,Matrix,Service B,Closed,High,High,Medium,Low,2025-05-10T15:38:13.000000,2025-05-10T19:55:18.000000,2025-05-11T01:37:18.000000,0,Saturday,1
CR-13388,Email account used to send large volume of external messages,Data,Michal,Jan,Avengers II,Service B,Closed,High,Medium,High,High,2025-05-10T17:32:32.000000,2025-05-10T19:09:35.000000,2025-05-12T01:51:14.000000,1,Saturday,0
CR-13389,Unusual data download volume from file server,Complaint,Peter,Thor,Avengers,Service C,Closed,Low,Medium,Low,High,2025-05-10T09:26:38.000000,2025-05-10T15:28:57.000000,2025-05-11T17:40:29.000000,0,Saturday,1
CR-13390,External IP added to whitelist without approval,Hardware,Martin,Martin,Avengers,Service C,Closed,High,Low,Medium,Low,2025-05-10T07:27:11.000000,2025-05-10T09:48:02.000000,2025-05-11T19:04:03.000000,0,Saturday,1
CR-13391,Unauthorized attempt to disable endpoint protection,Network,Martin,Peter,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-05-10T05:04:52.000000,2025-05-10T13:33:36.000000,2025-05-12T05:12:19.000000,0,Saturday,1
CR-13392,New local administrator account detected on endpoint,Facilities,Jan,Peter,Avengers II,Service A,Closed,Medium,Medium,Medium,Low,2025-05-10T11:02:40.000000,2025-05-10T19:15:55.000000,2025-05-12T04:07:23.000000,0,Saturday,1
CR-13393,New device connected to corporate Wi-Fi without registration,Facilities,Martin,Jan,Avengers II,Service A,In Progress,Medium,Medium,Low,Medium,2025-05-10T05:55:48.000000,2025-05-10T07:18:31.000000,,0,Saturday,1
CR-13394,Multiple failed login attempts detected on user account,Facilities,Captain America,Michal,Avengers II,Service C,Closed,High,Medium,Low,High,2025-05-10T23:43:58.000000,2025-05-11T02:01:21.000000,2025-05-11T19:24:01.000000,1,Saturday,0
CR-13395,Multiple devices reporting same malware signature,Network,Iron Man,Martin,Avengers,Service A,Closed,Low,Medium,Low,Low,2025-05-10T20:09:34.000000,2025-05-11T04:21:26.000000,2025-05-11T21:44:54.000000,1,Saturday,0
CR-13396,Unsupported remote desktop tool detected on endpoint,Hardware,Thor,Jan,Avengers,Service A,Closed,Medium,Medium,Low,High,2025-05-10T12:45:22.000000,2025-05-10T18:23:33.000000,2025-05-12T11:21:03.000000,1,Saturday,0
CR-13397,Unauthorized attempt to disable endpoint protection,Hardware,Michal,Iron Man,Avengers,Service C,Closed,Low,Medium,Medium,Low,2025-05-10T10:41:29.000000,2025-05-10T16:37:11.000000,2025-05-11T20:46:43.000000,0,Saturday,1
CR-13398,Unauthorized attempt to disable endpoint protection,Access,Thor,Jan,Avengers,Service B,Closed,High,High,Low,Medium,2025-05-10T02:55:37.000000,2025-05-10T05:08:48.000000,2025-05-11T08:45:03.000000,1,Saturday,0
CR-13399,New network share created without change request,Data,Captain America,Iron Man,Avengers II,Service B,Closed,High,High,Medium,High,2025-05-10T06:20:41.000000,2025-05-10T11:20:29.000000,2025-05-11T00:03:46.000000,1,Saturday,0
CR-13400,Denied attempt to access privileged management console,Data,Captain America,Thor,Avengers,Service A,Closed,Low,Medium,Low,Medium,2025-05-10T18:08:44.000000,2025-05-11T01:51:11.000000,2025-05-11T23:13:21.000000,1,Saturday,0
CR-13401,Security policy violation on mobile device,Software,Thor,Iron Man,Avengers II,Service C,Closed,High,High,Medium,Low,2025-05-10T14:38:05.000000,2025-05-10T17:27:51.000000,2025-05-12T06:45:51.000000,1,Saturday,0
CR-13402,Blocked attempt to upload sensitive data to cloud storage,Data,Peter,Thor,Avengers II,Service A,Closed,Low,High,Medium,High,2025-05-10T01:55:41.000000,2025-05-10T05:41:40.000000,2025-05-11T15:16:23.000000,1,Saturday,0
CR-13403,Firewall detected and blocked port scanning activity,Software,Martin,Martin,Avengers II,Service A,Closed,High,Low,High,Medium,2025-05-10T10:42:34.000000,2025-05-10T14:11:48.000000,2025-05-12T09:36:41.000000,1,Saturday,0
CR-13404,Unusual traffic to anonymization service detected,Complaint,Michal,Jan,Avengers II,Service B,New,High,Low,High,Medium,2025-05-10T07:59:53.000000,,,0,Saturday,1
CR-13405,Endpoint antivirus detected and quarantined malware,Facilities,Peter,Iron Man,Avengers,Service B,Closed,Medium,High,Low,High,2025-05-10T20:20:44.000000,2025-05-11T05:02:40.000000,2025-05-12T07:26:07.000000,0,Saturday,1
CR-13406,Unusual VPN connection outside normal working hours,Access,Captain America,Michal,Avengers,Service B,On Hold,High,Medium,Low,Low,2025-05-10T05:08:53.000000,,,0,Saturday,1
CR-13407,Brute force attack detected on remote access gateway,Network,Iron Man,Captain America,Avengers,Service A,In Progress,Low,Medium,High,Medium,2025-05-10T21:56:55.000000,2025-05-11T03:08:50.000000,,0,Saturday,1
CR-13408,Malicious JavaScript detected on visited webpage,Software,Captain America,Martin,Matrix,Service C,Closed,High,Medium,Low,Medium,2025-05-10T19:59:09.000000,2025-05-11T03:38:41.000000,2025-05-12T13:00:24.000000,0,Saturday,1
CR-13409,Suspicious modification of registry keys on workstation,Failure,Captain America,Thor,Avengers,Service B,Closed,Medium,Medium,High,Low,2025-05-10T08:09:25.000000,2025-05-10T16:23:08.000000,2025-05-11T07:41:10.000000,1,Saturday,0
CR-13410,Malicious macro detected in office document,Failure,Martin,Peter,Avengers II,Service B,Closed,Medium,Low,Medium,Low,2025-05-10T21:51:32.000000,2025-05-11T01:58:30.000000,2025-05-11T18:08:50.000000,1,Saturday,0
CR-13411,Abnormal API access pattern from external client,Facilities,Captain America,Jan,Avengers II,Service A,Closed,High,High,Low,Low,2025-05-10T04:42:33.000000,2025-05-10T11:19:38.000000,2025-05-12T01:43:04.000000,1,Saturday,0
CR-13412,Malicious JavaScript detected on visited webpage,Network,Michal,Captain America,Avengers,Service A,Closed,Low,Medium,Low,High,2025-05-10T14:15:58.000000,2025-05-10T17:14:25.000000,2025-05-10T21:38:55.000000,0,Saturday,1
CR-13413,Multiple failed login attempts detected on user account,Software,Martin,Captain America,Avengers,Service B,Closed,Low,Low,Medium,Low,2025-05-10T12:49:19.000000,2025-05-10T20:01:13.000000,2025-05-11T11:24:12.000000,0,Saturday,1
CR-13414,Unusual traffic to anonymization service detected,Software,Peter,Captain America,Avengers,Service C,Closed,Medium,Medium,High,Medium,2025-05-10T21:48:15.000000,2025-05-11T05:35:20.000000,2025-05-11T15:57:41.000000,0,Saturday,1
CR-13415,Unapproved external USB storage device connected,Complaint,Thor,Captain America,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-05-10T11:40:44.000000,2025-05-10T13:05:05.000000,2025-05-10T20:23:20.000000,1,Saturday,0
CR-13416,Endpoint antivirus detected and quarantined malware,Facilities,Iron Man,Martin,Avengers II,Service A,Closed,Medium,Low,High,Medium,2025-05-10T03:49:03.000000,2025-05-10T11:29:02.000000,2025-05-12T02:26:43.000000,1,Saturday,0
CR-13417,Attempted login using default system credentials,Hardware,Jan,Jan,Matrix,Service A,Closed,High,Medium,High,High,2025-05-10T09:04:30.000000,2025-05-10T17:43:40.000000,2025-05-12T07:27:39.000000,1,Saturday,0
CR-13418,New privileged account created without proper approval,Access,Michal,Martin,Avengers,Service C,Closed,Low,Medium,Medium,High,2025-05-10T01:08:53.000000,2025-05-10T02:32:57.000000,2025-05-10T06:07:51.000000,1,Saturday,0
CR-13419,New device connected to corporate Wi-Fi without registration,Network,Thor,Jan,Avengers,Service C,Closed,High,High,High,Low,2025-05-10T04:37:05.000000,2025-05-10T12:42:06.000000,2025-05-11T05:51:50.000000,1,Saturday,0
CR-13420,Ransomware behavior detected and contained on endpoint,Facilities,Martin,Captain America,Avengers II,Service C,Closed,High,Medium,High,Medium,2025-05-10T18:18:29.000000,2025-05-11T01:05:31.000000,2025-05-11T18:38:03.000000,0,Saturday,1
CR-13421,Unauthorized access to shared network drive,Complaint,Thor,Jan,Matrix,Service C,Closed,Medium,Medium,High,Medium,2025-05-10T07:38:44.000000,2025-05-10T12:54:11.000000,2025-05-11T12:08:36.000000,0,Saturday,1
CR-13422,Unapproved remote access session initiated,Hardware,Peter,Jan,Avengers,Service B,New,Medium,High,Medium,High,2025-05-10T00:21:41.000000,,,0,Saturday,1
CR-13423,Unapproved external USB storage device connected,Access,Thor,Peter,Avengers II,Service A,Closed,Low,Medium,High,Medium,2025-05-10T08:13:39.000000,2025-05-10T11:58:58.000000,2025-05-11T12:46:57.000000,1,Saturday,0
CR-13424,Suspicious authentication attempts to database server,Hardware,Iron Man,Captain America,Avengers,Service C,Closed,Medium,High,Medium,Medium,2025-05-10T06:15:43.000000,2025-05-10T12:46:49.000000,2025-05-10T17:52:05.000000,0,Saturday,1
CR-13425,Email forwarding rule created without user knowledge,Hardware,Jan,Michal,Matrix,Service B,New,Medium,High,High,Medium,2025-05-10T01:49:34.000000,,,0,Saturday,1
CR-13426,Privileged user access review identified anomalies,Facilities,Peter,Martin,Matrix,Service A,Closed,Low,Low,Medium,Low,2025-05-10T22:09:29.000000,2025-05-11T02:33:32.000000,2025-05-11T10:09:02.000000,0,Saturday,1
CR-13427,Unauthorized attempt to disable endpoint protection,Data,Martin,Martin,Avengers,Service B,Closed,High,Low,Medium,Low,2025-05-10T10:38:27.000000,2025-05-10T12:25:51.000000,2025-05-11T03:32:37.000000,1,Saturday,0
CR-13428,Denied attempt to access privileged management console,Data,Thor,Michal,Matrix,Service C,Closed,Low,Low,Medium,Medium,2025-05-10T23:31:51.000000,2025-05-11T07:50:28.000000,2025-05-12T13:44:09.000000,1,Saturday,0
CR-13429,Endpoint reported repeated blocked exploit attempts,Facilities,Jan,Jan,Avengers II,Service A,Closed,Medium,Medium,Medium,Low,2025-05-10T15:27:42.000000,2025-05-10T16:38:08.000000,2025-05-12T11:30:58.000000,1,Saturday,0
CR-13430,Suspicious file execution blocked by application control,Access,Iron Man,Peter,Avengers II,Service C,Closed,Low,High,Medium,Low,2025-05-10T09:25:58.000000,2025-05-10T13:17:52.000000,2025-05-11T20:20:56.000000,1,Saturday,0
CR-13431,Certificate validation failure on secure connection,Data,Thor,Captain America,Avengers,Service B,New,Low,High,High,Low,2025-05-10T02:08:56.000000,,,0,Saturday,1
CR-13432,Blocked attempt to upload sensitive data to cloud storage,Facilities,Martin,Jan,Avengers II,Service B,Closed,Low,Low,Low,High,2025-05-10T20:34:36.000000,2025-05-11T03:58:32.000000,2025-05-11T12:45:08.000000,0,Saturday,1
CR-13433,Denied attempt to access privileged management console,Failure,Michal,Iron Man,Matrix,Service C,New,Medium,High,High,Low,2025-05-10T14:34:36.000000,,,0,Saturday,1
CR-13434,Unsupported legacy protocol usage detected in network traffic,Facilities,Jan,Peter,Matrix,Service C,Closed,Low,High,High,High,2025-05-10T05:45:03.000000,2025-05-10T13:53:17.000000,2025-05-11T10:32:36.000000,1,Saturday,0
CR-13435,Multiple failed VPN authentication attempts from external IP,Software,Peter,Martin,Avengers II,Service C,Closed,Medium,High,Low,Medium,2025-05-10T10:40:47.000000,2025-05-10T13:23:10.000000,2025-05-11T23:57:38.000000,1,Saturday,0
CR-13436,Certificate validation failure on secure connection,Access,Peter,Michal,Avengers II,Service C,Closed,Low,Medium,Low,High,2025-05-10T12:56:39.000000,2025-05-10T18:34:25.000000,2025-05-12T12:46:52.000000,1,Saturday,0
CR-13437,Unauthorized installation of unapproved software,Hardware,Thor,Michal,Matrix,Service A,Closed,High,Low,Low,High,2025-05-10T07:57:18.000000,2025-05-10T11:33:56.000000,2025-05-12T05:52:43.000000,1,Saturday,0
CR-13438,Unauthorized installation of unapproved software,Network,Martin,Michal,Avengers,Service B,Closed,Medium,Medium,High,Medium,2025-05-10T07:37:24.000000,2025-05-10T12:18:14.000000,2025-05-11T11:51:38.000000,0,Saturday,1
CR-13439,New local administrator account detected on endpoint,Data,Captain America,Michal,Avengers,Service B,In Progress,Low,Low,High,Medium,2025-05-10T19:21:05.000000,2025-05-10T22:44:43.000000,,0,Saturday,1
CR-13440,Firewall detected and blocked port scanning activity,Access,Captain America,Captain America,Matrix,Service C,Closed,Low,Low,Medium,High,2025-05-10T15:49:38.000000,2025-05-10T22:16:04.000000,2025-05-11T07:56:40.000000,0,Saturday,1
CR-13441,Multiple devices reporting same malware signature,Data,Peter,Michal,Avengers,Service C,Closed,High,Medium,Medium,High,2025-05-10T03:41:26.000000,2025-05-10T06:38:41.000000,2025-05-10T18:53:51.000000,0,Saturday,1
CR-13442,Suspicious modification of registry keys on workstation,Hardware,Michal,Captain America,Matrix,Service C,On Hold,Low,Low,High,Low,2025-05-11T12:54:32.000000,,,0,Sunday,1
CR-13443,Unexpected configuration change on security appliance,Hardware,Thor,Iron Man,Matrix,Service A,Closed,Low,Low,Medium,High,2025-05-11T04:12:49.000000,2025-05-11T06:45:57.000000,2025-05-12T22:23:51.000000,0,Sunday,1
CR-13444,New local administrator account detected on endpoint,Software,Martin,Iron Man,Avengers II,Service B,Closed,Low,Medium,Low,High,2025-05-11T04:43:51.000000,2025-05-11T11:38:42.000000,2025-05-12T18:25:03.000000,1,Sunday,0
CR-13445,Compromised account password reset and user notified,Hardware,Iron Man,Peter,Matrix,Service A,Closed,High,High,High,Medium,2025-05-11T05:41:02.000000,2025-05-11T07:06:58.000000,2025-05-11T11:07:49.000000,1,Sunday,0
CR-13446,Phishing email reported by employee,Failure,Martin,Captain America,Avengers,Service B,Closed,High,Medium,Low,High,2025-05-11T14:18:55.000000,2025-05-11T15:29:50.000000,2025-05-11T20:53:26.000000,0,Sunday,1
CR-13447,External IP added to whitelist without approval,Access,Peter,Peter,Avengers,Service A,Closed,Medium,Low,Low,High,2025-05-11T11:43:58.000000,2025-05-11T18:18:56.000000,2025-05-12T18:04:05.000000,1,Sunday,0
CR-13448,Abnormal API access pattern from external client,Hardware,Martin,Peter,Avengers,Service A,Closed,High,Medium,Low,Low,2025-05-11T18:59:31.000000,2025-05-11T21:17:54.000000,2025-05-13T00:58:47.000000,1,Sunday,0
CR-13449,Unauthorized installation of unapproved software,Access,Captain America,Martin,Avengers II,Service A,Closed,High,Low,Low,Low,2025-05-11T13:58:28.000000,2025-05-11T15:02:57.000000,2025-05-12T07:56:31.000000,1,Sunday,0
CR-13450,Anomalous login pattern for service account,Failure,Thor,Jan,Avengers II,Service C,Closed,Low,High,High,Low,2025-05-11T17:41:40.000000,2025-05-11T21:01:02.000000,2025-05-13T16:58:19.000000,1,Sunday,0
